#Num,B1044.101,B1044.101.2,B1044.101.2b,B1044.101b,B1049.012,B2022.201_ud,B2022.201_ud.2,C1011.001a,C1011.001a.2,C2011.001a,C2011.001a.2,C3011.001a,C3011.001a.2,C3032.003a,D1014.011,D1014.011_ridr,D2021.023a,D2021.023b,D2022.013a,D2022.013b,D2022.023a,D2022.023b,D2031.023a,D2031.023b,D3031.013f,D3031.023i,D3041.001c,D3041.011c,D3041.032c,D3041.041b,D3052.013i,D4011.023a,D4011.023ab,D4011.053a,D4011.053ab,D5012.023b
271,0.0,0.0,0.0,0.0,733837.4136214155,42885.08209786954,68707.8585011177,129196.26664424544,207144.7496113139,0.0,0.0,45810.13736769938,49055.22746441205,0.0,0.0,0.0,0.0,0.0,24605.180899023602,0.0,21.457632045588646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3670.3354558712235,0.0,0.0,1495.304792073977,2027.7084749673122,1337.0896080193922,4064.2583214908864,0.0
272,0.0,0.0,0.0,0.0,560819.693038494,0.0,0.0,172947.0359268712,96401.98204335643,0.0,0.0,47825.676737266294,40613.76552516069,0.0,0.0,214060.08484209309,0.0,0.0,7242.850599916136,418.67702356222003,0.0,107.78581075487568,0.0,0.0,0.0,0.0,0.0,0.0,8347.51453537926,1045.6009026034208,0.0,0.0,0.0,1980.9564848700563,0.0,0.0
273,0.0,0.0,0.0,0.0,1159940.715929515,0.0,0.0,104125.84661947306,169013.68108594258,0.0,0.0,45533.22444028204,41952.3882412499,0.0,0.0,0.0,0.0,0.0,9291.758907118197,0.0,26.004014899179705,33.286259302886585,0.0,0.0,0.0,0.0,452.7379505616725,0.0,11170.88942395075,2635.8855650031933,1762.0268204622284,0.0,0.0,0.0,0.0,0.0
274,0.0,0.0,0.0,98093.61609093791,395987.59811517014,20292.34734520641,24531.657960074117,58957.40960195931,69419.03282088166,4462.550126618997,0.0,42272.717944304706,42594.66055257349,0.0,33226.582493727525,0.0,0.0,0.0,22519.382790231022,0.0,0.0,36.99810432766043,0.0,1525.6206315457036,0.0,0.0,0.0,910.5910018401837,20678.9520989261,2432.6323873900114,2303.676480199933,8586.952859160112,0.0,3490.9371061109623,5626.69270425334,0.0
275,0.0,0.0,0.0,0.0,611791.9948783402,22770.62368302652,19141.973791117038,157716.1480556571,124865.78876962031,0.0,0.0,48931.98310956744,44846.68673800102,0.0,108004.77074007511,0.0,0.0,0.0,18086.116213438843,0.0,0.0,0.0,0.0,0.0,139869.48739117954,155806.43354789566,0.0,0.0,22750.222482159246,0.0,2260.0901020156357,0.0,0.0,0.0,0.0,0.0
276,0.0,0.0,0.0,0.0,360577.2599015054,27307.537882892997,64523.795544771674,109123.2699880729,141659.06856283784,0.0,0.0,47341.751125497525,44088.9910177879,0.0,126688.95117171745,0.0,0.0,53.14431519722284,5476.854895649908,0.0,0.0,118.16578673726306,0.0,0.0,152222.75107090359,0.0,0.0,0.0,15506.76548637373,0.0,0.0,1007.599117726668,0.0,1371.1184020290225,3974.9061481374624,0.0
277,0.0,0.0,0.0,0.0,473896.14594167937,0.0,0.0,145456.25370890435,157220.81015267712,0.0,0.0,43035.18449583238,42284.76575453683,0.0,98665.62709116246,205505.29688916577,0.0,80.58220390161787,1927.5930188240013,0.0,0.0,42.28666418621865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2665.6891782344496,0.0,0.0,0.0,0.0,0.0,0.0
278,0.0,0.0,0.0,0.0,371429.9717072844,0.0,57258.71411093366,44053.42340954536,92591.61547233953,0.0,0.0,41372.35800044637,51660.00359120598,0.0,0.0,0.0,0.0,0.0,6677.081889677649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10090.128267088618,0.0,0.0,854.6103468265462,0.0,2307.7579166334012,0.0,0.0
279,0.0,0.0,0.0,0.0,780361.7992583383,37819.640959191616,58181.58072782488,95919.55609625291,98997.93333648617,0.0,0.0,38060.595054597354,47644.361443631045,0.0,85784.13521798476,0.0,197.6811617182076,0.0,1903.9674941638623,270.22631299713964,0.0,71.43401988082611,0.0,0.0,0.0,0.0,3526.7156315025027,0.0,6778.088822153866,1457.3399242584674,0.0,1360.6787595921296,0.0,1929.5221976865244,0.0,0.0
280,0.0,0.0,0.0,0.0,386569.0708564129,104699.99077882408,0.0,103643.70498231334,139247.43722326477,0.0,0.0,39337.81267867289,52884.02708992221,0.0,49427.41978351826,0.0,0.0,0.0,8647.579002463408,0.0,0.0,10.545441747180375,0.0,0.0,0.0,0.0,0.0,281.7636815530097,26767.61659543671,1817.093990118566,2744.117023115342,1894.0913891495156,0.0,1468.6842014831645,0.0,0.0
281,0.0,0.0,0.0,0.0,914888.7946884349,0.0,0.0,131154.20175514644,110143.58762670397,0.0,0.0,45527.83764883231,37644.87993895017,0.0,0.0,0.0,0.0,220.95993394230578,6675.144288979742,3130.0523562075764,0.0,54.42573264328123,0.0,0.0,0.0,152460.76472957787,0.0,293.1353319088739,27777.13496801091,0.0,0.0,0.0,0.0,0.0,0.0,10445.443858555169
282,0.0,0.0,0.0,0.0,293944.90922734316,0.0,91531.05990107146,114361.74602908791,72015.08567360915,0.0,42134.50941801849,47363.27992127062,46820.40460158515,0.0,154356.12414647808,85162.72660961939,0.0,61.311333586193896,20850.207419487262,0.0,40.00517535149369,15.083372579397095,0.0,0.0,0.0,0.0,2936.706593447914,208.15732329724432,19588.189154689666,1719.1615258673244,1713.9506312838766,0.0,0.0,5137.9591261136675,0.0,0.0
283,0.0,0.0,17535.63452542984,0.0,159646.08991796186,0.0,44950.04794767144,89859.86890335855,71808.19559789132,0.0,0.0,48461.23429219835,49274.02286188132,0.0,61521.2768849327,170585.9082209237,0.0,39.28771342329598,13210.304370324728,0.0,12.636344422499738,0.0,0.0,0.0,0.0,0.0,3518.7933185929287,3351.559299596201,14414.503696517333,2185.998173772083,0.0,0.0,0.0,0.0,0.0,10092.454226603673
284,0.0,0.0,0.0,0.0,900719.8921130695,80603.09163086589,23399.04340203432,127252.01336482873,127771.10193557547,7457.587366909288,0.0,43859.92695429929,39938.128251744674,0.0,48547.45257476032,105032.94602867156,0.0,57.85498409003135,14445.3697007607,331.7586430371512,0.0,268.0179570904563,0.0,0.0,0.0,0.0,0.0,0.0,15263.138105838836,3718.253498629678,0.0,0.0,0.0,1744.9928132910459,5464.577593235016,9376.02105806026
285,0.0,0.0,0.0,0.0,623650.337967455,52024.64877736441,0.0,173861.4762706132,178476.67073463596,0.0,0.0,47556.373063026804,44907.043119123264,0.0,0.0,0.0,0.0,57.75993039209907,6426.494403962995,392.9718947285631,0.0,54.52648913748473,13525.789475981146,1633.7912770538287,0.0,0.0,3073.5536767520107,0.0,8617.463093037326,3087.485718718234,0.0,0.0,15868.960637173477,0.0,3759.372598067414,0.0
286,0.0,0.0,0.0,15779.11151031918,434723.35237266275,196063.33221502087,0.0,67956.72822038285,158656.5481913815,0.0,0.0,38726.76438746378,45331.05591278639,0.0,143597.93536528788,0.0,0.0,0.0,14633.812184947683,467.7547265970289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3528.9617649498823,0.0,0.0,1408.6741843753427,0.0,1793.8595730838254,7764.493165338747,0.0
287,0.0,0.0,0.0,0.0,389837.1099351251,79863.1605598221,0.0,95385.25586639377,84293.88247605035,0.0,0.0,48612.27218799211,42577.133987202,0.0,66913.53741251255,302412.0891257433,0.0,0.0,14411.145964798368,0.0,0.0,176.38154039947136,14993.19387009364,0.0,0.0,0.0,3887.8549180807513,298.4255262434039,11663.264082831105,1710.2339526669732,0.0,1709.6964697096864,0.0,1285.6713520909755,3581.999508794343,0.0
288,0.0,0.0,0.0,0.0,416301.6908698437,0.0,66476.78695303999,126769.73815939011,138335.4526144233,0.0,0.0,43457.50623655879,49866.07823832603,0.0,57957.79660724581,62330.182849020544,0.0,124.06530497892754,3759.401900455975,0.0,44.501300848065036,90.33584284481297,7587.276467924204,2393.370171823777,0.0,0.0,7570.84587410444,1150.5985499831236,33686.865495049235,5784.538696830885,0.0,1354.9249798883593,0.0,3357.4928285317287,0.0,0.0
289,0.0,0.0,0.0,0.0,266927.9304198276,0.0,70884.28690308493,97137.369582231,101907.24078621474,0.0,0.0,46723.42340344139,39905.860062452186,0.0,0.0,0.0,0.0,0.0,5438.9273909854655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7123.370000643221,0.0,1931.3058693244561,0.0,0.0,0.0,0.0,0.0
290,0.0,0.0,0.0,0.0,428340.7328055433,80967.60802069177,21190.660963098875,143791.98855824623,89227.3197860541,0.0,0.0,48117.31877918982,43848.67920545974,0.0,0.0,0.0,0.0,92.29039795773983,3418.79412614359,0.0,0.0,0.0,0.0,0.0,0.0,2568.1606691829033,569.6826516393173,225.3294201417036,7664.495567229491,0.0,1902.8785379652652,1363.1160346340966,0.0,0.0,0.0,9227.837883308264
291,0.0,0.0,0.0,0.0,620847.1718374743,0.0,43333.52631344349,112470.65210183704,129323.16822695703,0.0,0.0,41058.06278056589,42901.033443136854,0.0,0.0,0.0,0.0,0.0,7148.125994305512,0.0,0.0,0.0,0.0,0.0,174646.8993843768,0.0,0.0,0.0,5508.27327111964,0.0,0.0,1372.343899807775,0.0,0.0,0.0,0.0
292,0.0,0.0,0.0,0.0,137641.33511324652,50302.11234606336,155989.2503415966,121135.76981180439,96506.75544624707,0.0,0.0,45775.590819250756,36566.93178842632,0.0,38358.812564599146,0.0,0.0,75.82362044654965,3602.583864181444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8576.23948419843,0.0,159843.19241815052,0.0,20034.975247281844,1659.3059197586,6251.179879680425,0.0
293,0.0,0.0,0.0,0.0,628582.1699999955,0.0,97128.73669778703,137009.5416149606,90884.00657961458,0.0,38570.46319636313,44675.548238592324,44991.49311565675,0.0,0.0,0.0,0.0,0.0,8584.546409087628,0.0,0.0,199.12985251130925,0.0,665.3083183996313,0.0,0.0,0.0,0.0,12823.726868678074,0.0,0.0,2382.0164311331914,0.0,3377.1749831629168,3915.986956233498,0.0
294,0.0,0.0,0.0,0.0,486855.07713962777,0.0,0.0,82092.30242674031,159632.07559093478,0.0,0.0,47454.06993830534,45810.76066491182,0.0,0.0,163255.61772894327,0.0,132.47365406805267,19184.757235146375,1078.0397532157124,0.0,125.8139170358135,8679.729832065626,433.1155709232255,0.0,0.0,0.0,825.7847029414011,45764.22489532113,5849.194683532394,0.0,19061.282636744007,0.0,0.0,0.0,10846.498134977996
295,0.0,0.0,0.0,0.0,1271794.2305154155,0.0,0.0,122776.82288407368,155419.73999635817,0.0,0.0,48206.23747048254,44589.969733362195,0.0,73301.60486334137,158238.5752564708,52.2020123593525,0.0,15193.105224284747,0.0,0.0,52.38278893522196,0.0,0.0,1068.9646326857069,0.0,759.8188900464503,204.07108910194106,23149.744181836377,1911.5351403245677,0.0,0.0,0.0,0.0,0.0,0.0
296,0.0,0.0,0.0,0.0,842079.3937406815,0.0,0.0,91645.51483230558,103289.66724736009,0.0,0.0,49239.637489179455,47586.914973382874,0.0,31190.004006118335,0.0,28.087103890412504,57.570396499890975,6433.2759090841555,0.0,0.0,15.227477449090525,0.0,0.0,0.0,0.0,5355.274358528279,329.2944552607647,27844.643465046734,5752.072012028302,0.0,0.0,0.0,4179.85185281133,0.0,0.0
297,0.0,0.0,0.0,0.0,915489.1624518838,0.0,24443.298585307533,125798.72158125938,118247.64540046966,0.0,0.0,44559.72194125256,47091.016478960315,0.0,74288.64476874447,140383.87625156224,0.0,86.07858100836863,13841.169808264818,0.0,62.443352765915385,0.0,0.0,0.0,0.0,153183.8187378759,3813.3140140353794,0.0,16099.758711054503,2914.6798485169347,1489.9928592502533,838.0470777067728,0.0,1732.1386856728877,0.0,0.0
298,0.0,0.0,0.0,0.0,665499.8543355772,76798.44849023267,94691.9209294143,101142.85777466699,209931.10282267444,0.0,35687.35063560011,43019.078798269664,49183.13335466097,0.0,0.0,0.0,0.0,0.0,15622.461221774642,0.0,0.0,68.48126167558178,0.0,0.0,1356.3650111435497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4004.5480366617985,0.0
299,0.0,0.0,0.0,0.0,482163.80164900795,121586.90171296809,0.0,102781.39339421423,79222.51850269681,7998.771693135523,0.0,39496.11809924702,47294.39287675069,26449.054239675606,0.0,2006897.589587379,0.0,70.40843260019132,5636.092671961991,877.4453913683201,0.0,34.96721927020835,0.0,922.1360281761398,0.0,0.0,3029.214150250277,3564.32866405852,37614.63728697441,3155.079193608539,0.0,0.0,0.0,2070.742951707691,0.0,0.0
300,0.0,0.0,0.0,0.0,1115300.516582328,28927.783237932625,0.0,204232.25368148496,191624.92337826706,0.0,0.0,46578.102222388596,49515.1204715327,0.0,0.0,0.0,0.0,96.88219874697377,12793.940220891569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,617.3996202968922,0.0,7761.549366987787,1840.027151707788,0.0,0.0,1826.5402375726278,0.0,0.0,0.0
301,0.0,0.0,0.0,0.0,1238998.255379414,0.0,58078.31684104742,131654.6817529689,158747.27214511222,0.0,0.0,44981.048271464926,48525.562831274045,0.0,0.0,0.0,0.0,0.0,1091.0852600448372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6771.7859722734465,0.0,0.0,0.0,0.0,0.0,0.0,0.0
302,0.0,0.0,0.0,0.0,190276.37946814985,165814.29553771706,18183.493579876027,76346.71375445605,105451.48041992808,0.0,0.0,44418.87598772181,45882.08745663318,0.0,0.0,252173.55792362452,36.42022818195393,245.38903712014957,20090.470650386436,1611.4069971294111,38.987347399221434,112.51365512467811,0.0,4030.367235509779,0.0,0.0,1802.5916670661004,1479.6614514908938,68378.14923086771,14529.254383635915,105944.52123315583,9001.15785341223,0.0,7151.479045756329,0.0,0.0
303,0.0,0.0,0.0,0.0,915435.8656967704,62644.019794630316,0.0,159046.385242945,171860.02120563222,0.0,0.0,42243.99250005749,51972.47625902396,28672.971693397667,63815.15123909117,0.0,57.19359317490327,310.2610003180346,17954.9858141265,944.2349134563395,0.0,22.045225752869705,0.0,0.0,0.0,0.0,0.0,4064.701915946679,52786.563442036786,6079.609351933478,2442.85773156941,0.0,0.0,1407.5427828303648,0.0,0.0
304,0.0,0.0,0.0,0.0,1039882.48441201,109669.43206631056,0.0,164369.30792708285,200038.2749745071,0.0,0.0,49488.20368556818,47757.467980270805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1116.4667805254637,0.0,0.0,0.0,0.0,0.0
305,0.0,0.0,0.0,0.0,363028.3661181229,40032.291901571094,24666.27162618466,112727.59097868284,140287.46819447176,0.0,0.0,46488.119524153146,49445.720054553894,0.0,256470.77831464013,0.0,0.0,0.0,2135.220768875296,0.0,0.0,0.0,0.0,771.4403052176369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306,0.0,0.0,0.0,0.0,352634.7168343656,0.0,0.0,214229.177110443,73612.24328455834,0.0,0.0,41370.75330609648,45458.23353495829,0.0,53351.28564364772,166511.11179009368,27.428887630367498,20.297732691974602,6734.307635682999,630.981585996445,0.0,129.6105828413367,0.0,0.0,169913.09097095826,3386.0230078059953,3129.8045038757778,375.9602711694015,13153.271036738246,2212.1170327354644,203317.17139463543,286.70936309201215,1965.995899016364,1202.710988373793,0.0,0.0
307,0.0,0.0,0.0,0.0,754573.4664535434,23009.951694972264,49046.50514458436,178560.57711827982,147898.24308303458,0.0,0.0,46018.613095362074,46917.803057656616,0.0,62203.44985149029,0.0,0.0,113.07272778923543,1460.0738390209835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,704.2146387160459,7775.354909596022,0.0,0.0,0.0,0.0,0.0,0.0,0.0
308,0.0,0.0,0.0,0.0,540524.2717527003,46231.33989211515,46755.87200407074,113086.39834631738,104528.3191035721,0.0,0.0,48077.92254813974,46871.47640453543,0.0,162535.741134199,0.0,0.0,0.0,18358.72707114107,0.0,15.010662677529531,0.0,0.0,0.0,148880.15892189305,174492.10455833725,0.0,408.8266371480956,15288.234408474087,0.0,0.0,1563.0328064511768,0.0,0.0,0.0,0.0
309,0.0,0.0,0.0,0.0,609746.6610361778,0.0,100250.03826383255,107950.68806279796,116926.61237100873,0.0,0.0,46797.817173103314,41170.40099119962,0.0,53859.24066965666,362587.61981482967,0.0,0.0,230.99765422173556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154082.906358479,0.0,0.0,0.0,0.0,0.0
310,0.0,0.0,0.0,0.0,688111.6878673293,62932.31120396455,75876.33520499364,130733.84103906243,86494.77557556688,0.0,4211.661675151773,48031.91488684361,43476.83337192442,34930.12480106243,161171.69790452474,71812.59478252778,0.0,117.36421050851517,9897.89887970246,1830.4806274048,242.22819967454282,19.926505438774452,0.0,0.0,0.0,0.0,3056.2343487623993,3225.2980691004877,25640.10112989446,5331.8914705205325,0.0,3037.903655807167,0.0,2928.5614131214716,0.0,12095.246870989546
311,0.0,0.0,0.0,0.0,566104.7536446563,42055.4495482348,0.0,102289.21582893866,118431.03189361008,0.0,0.0,46377.01207453352,48834.27711807728,0.0,0.0,302718.64658646245,0.0,0.0,2536.7305299033314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6458.6277625644925,0.0,0.0,0.0,0.0,0.0,4151.262024196175,0.0
312,0.0,0.0,0.0,0.0,268010.2344920149,19379.573287224663,53311.10669453537,118926.65701741526,83549.69834090304,0.0,0.0,45947.41284907962,46313.005642877775,0.0,120581.84993858056,0.0,0.0,27.722421529211985,13457.964723788009,0.0,0.0,67.92927013915113,0.0,0.0,183457.04756224898,3013.627915321716,0.0,319.08370285304267,11204.755168907921,0.0,1772.4587011844958,1506.463141091951,0.0,0.0,0.0,0.0
313,0.0,0.0,0.0,0.0,747448.2487117923,38647.52615668261,0.0,139594.5472729382,100224.27455979552,0.0,0.0,43805.09549613177,49894.28537351572,0.0,0.0,157295.13165394627,0.0,0.0,15710.588129359643,0.0,0.0,65.4846181464501,13400.746793538065,0.0,0.0,0.0,0.0,3594.916639866104,16763.84231453384,0.0,0.0,1014.4253161380088,0.0,1698.6873123757352,0.0,0.0
314,0.0,0.0,0.0,0.0,460594.9735040462,0.0,87654.19829436656,88916.23349432257,221355.36208414056,0.0,0.0,47266.714696953386,49561.139342959745,0.0,0.0,0.0,22.8166533171757,157.1252992155242,9612.419834314562,0.0,0.0,43.84371779058584,10010.016649019139,0.0,0.0,0.0,3228.465205305019,410.8489149777613,11642.850395768219,4568.211836627159,0.0,0.0,0.0,2108.057988439499,0.0,0.0
315,0.0,0.0,0.0,0.0,690634.4435779442,0.0,0.0,157066.09817031823,78010.0493469731,0.0,0.0,46181.75562030742,45548.53319449431,0.0,0.0,0.0,0.0,224.76047042849245,6423.919681249138,0.0,33.62258997627988,84.15263530677768,0.0,0.0,1350.924969770079,0.0,1209.93428300766,0.0,10606.45649783419,0.0,4205.281611708992,1427.6456724904936,0.0,1497.1080366459482,0.0,10988.124128027202
316,0.0,0.0,0.0,0.0,260940.16308745084,0.0,157742.20411799228,74095.21161403098,80240.25286003426,0.0,31365.46848952324,40567.195848928124,42187.64507544223,0.0,0.0,341683.8564596622,0.0,15.856978755426885,14533.71556995372,0.0,0.0,12.729943388982639,0.0,1432.752561693577,0.0,0.0,1271.6286499897258,4019.1473538504424,13482.524070925712,1634.8575147368888,163257.20415218384,569.6876813876862,0.0,0.0,4766.961744080569,0.0
317,0.0,0.0,0.0,0.0,719291.9533514451,21377.871972008266,119255.09505130551,102246.93644110375,188513.27721647857,0.0,0.0,47380.58219974613,43955.51106399311,0.0,128909.1541745691,0.0,0.0,149.86285337025595,7206.948769756555,0.0,0.0,19.758604814436158,0.0,2997.8124561509467,0.0,144205.1960472623,0.0,204.67046065515896,10087.018757788646,0.0,2083.360823492242,0.0,489.7767951976786,0.0,0.0,0.0
318,0.0,0.0,0.0,0.0,544821.9680158925,126841.62792048288,173798.10585998298,136949.39332987374,71986.8116239718,0.0,0.0,40130.37373260796,45533.01935129572,0.0,0.0,0.0,0.0,0.0,7846.444681971267,0.0,0.0,30.39554431586016,0.0,0.0,0.0,2855.2553900630337,0.0,0.0,0.0,2900.566546224861,0.0,0.0,2861.933756696823,2643.663187379816,5262.420588828518,0.0
319,0.0,0.0,0.0,0.0,873681.7971112683,36419.6942901965,46532.99896320055,65681.95744337168,155341.98649056442,0.0,0.0,39898.19054846139,39248.02028073666,0.0,91173.93840631814,0.0,0.0,16.405630769129214,13377.56357713118,0.0,13.269193663762545,0.0,0.0,0.0,0.0,0.0,2862.061860930713,410.44284781366537,11631.485854414354,1536.7385608335753,0.0,0.0,0.0,0.0,0.0,0.0
320,0.0,0.0,0.0,0.0,360751.04252230265,0.0,40400.04692513329,119295.70995017723,95162.8227980033,0.0,0.0,47553.38058220489,46606.29723202978,0.0,30024.17464317452,0.0,0.0,0.0,15429.49787282781,316.59624081088833,0.0,93.74331941901646,0.0,0.0,0.0,115336.88065534609,0.0,0.0,4830.834845461043,0.0,127702.5705984379,0.0,0.0,1876.568960000844,0.0,0.0
321,0.0,0.0,0.0,0.0,285859.2840938709,0.0,25893.450456520295,68241.91419018038,93096.94248136619,0.0,0.0,43914.70158101674,45277.98143993955,0.0,67873.98222906426,0.0,0.0,34.34255892831194,7696.597053012243,164.49090319294737,690.3964133460747,85.26813903569928,0.0,0.0,0.0,0.0,5765.367243593242,312.3094805670748,9514.346638591835,2591.016621153468,1982.301484642201,0.0,0.0,1945.8246506419027,0.0,0.0
322,0.0,0.0,0.0,0.0,866264.9275592781,0.0,16373.33622244721,145341.08958687732,144728.9521125258,0.0,0.0,49754.77156519884,44577.43333851306,0.0,159893.03540574427,0.0,0.0,271.27514634381635,4455.10910690874,0.0,0.0,118.99229365801865,0.0,0.0,0.0,0.0,590.0314470455662,675.0750846083099,17012.739616696028,5878.606097636904,0.0,1583.2464877611737,0.0,4497.186894662126,0.0,7847.3259868668765
323,0.0,0.0,0.0,0.0,198788.1385725688,0.0,77520.90725253714,104659.46696104981,56731.667246207566,0.0,0.0,43145.59500480787,45212.15462734331,0.0,98352.40208052569,0.0,0.0,0.0,6064.295031402494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2588.981197174343,0.0,0.0,0.0,0.0,0.0,0.0,0.0
324,0.0,0.0,0.0,0.0,826216.8926828933,88324.96629360032,105241.77733232363,168527.905881332,135570.61153139392,0.0,4670.461893768237,47309.123517122076,50371.14941923212,0.0,106772.24960950825,0.0,0.0,0.0,2794.8238557307413,0.0,0.0,67.59694187438008,0.0,0.0,0.0,0.0,3337.7061474952766,187.50221289736194,25309.154022167768,0.0,2549.811010822806,1856.1184974754265,0.0,2153.4597464998683,0.0,0.0
325,0.0,0.0,0.0,0.0,523893.4910968351,117783.60723016453,21591.55148918096,69496.76047187719,176839.45000380607,0.0,9019.275181040735,47086.728233440095,46434.978123180575,0.0,111744.40297697761,97039.50732535525,47.71906720263335,134.18886815082433,8536.763768671957,1016.6222186101122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20360.972206907372,0.0,0.0,621.3491215362952,12340.411921384466,1764.4059159985213,0.0,0.0
326,0.0,0.0,0.0,0.0,631337.3786082913,47092.29495068957,22846.967207315385,84038.31479331823,125401.16309204616,0.0,0.0,48864.39672886593,50951.57393118573,0.0,79881.88533500646,0.0,0.0,26.38719667846637,8893.163003103702,436.71015430579115,0.0,231.1234464484134,0.0,0.0,0.0,2347.280740474179,3157.0831423459413,452.5663614637375,31918.668083754303,0.0,136192.259409104,444.89056451409164,0.0,4216.367910600755,0.0,12786.28716893566
327,0.0,0.0,0.0,0.0,175536.13536683982,56756.80022610782,0.0,81705.4900335725,137246.49992205712,0.0,0.0,47288.55345142204,44605.238460533335,0.0,0.0,1499986.1563807612,0.0,0.0,2502.260012885562,0.0,0.0,24.297673479226532,0.0,0.0,0.0,0.0,568.239405447509,0.0,9151.646156441542,1657.9284895971557,1684.3896626858718,0.0,0.0,0.0,0.0,0.0
328,0.0,0.0,0.0,0.0,348909.6538158164,24388.602019352857,0.0,141946.44925080374,100185.31268095416,0.0,0.0,40867.03826574766,47888.27613255392,0.0,196921.10326847236,0.0,0.0,0.0,10514.611533878195,0.0,0.0,7.199243996096121,0.0,0.0,0.0,0.0,0.0,0.0,2069.067032633022,0.0,0.0,0.0,0.0,0.0,4251.631320531879,0.0
329,0.0,0.0,0.0,0.0,362659.32705122523,92507.51834834312,28194.61647209291,90895.61466140651,116477.3227448939,0.0,0.0,44626.10474943475,52522.26755789289,0.0,0.0,0.0,0.0,24.850761765138007,13747.638744392103,0.0,55.241141870044224,15.155640410007702,0.0,1795.1069026679315,0.0,0.0,5134.916257673616,329.2944552607647,29469.389183126987,929.2754695681879,1799.681417853716,9374.53280715496,12383.653452837334,962.562833790331,4666.940084515964,0.0
330,0.0,0.0,0.0,0.0,385554.1467584661,15163.879937122008,0.0,108998.33925128155,85281.08281183976,0.0,0.0,43229.29962911795,40502.23541912398,0.0,153355.55024087027,163240.20219753176,0.0,144.3559965467085,8441.282962104244,676.4447206519625,0.0,0.0,0.0,757.7899547155689,0.0,0.0,834.9831126770147,132.72970680630112,13598.907702110799,1382.0804238800233,0.0,0.0,0.0,0.0,0.0,0.0
331,0.0,0.0,0.0,0.0,628376.8229251617,0.0,25015.15681008332,128133.89300158934,88819.4973587529,0.0,0.0,44904.9676390178,45414.90263499387,0.0,83162.20590686584,0.0,523.564093626579,50.612672496130315,13161.97498108985,706.943361701811,21.672042851089024,54.68171501454216,10561.416146708498,2005.8250150490549,0.0,0.0,12564.102436470916,3502.603678390527,40654.25503293048,4868.476949461301,0.0,9214.462766392546,0.0,5276.856171431966,0.0,8910.368804188698
332,0.0,0.0,0.0,0.0,511923.653326417,180496.76960057908,0.0,142639.68735887963,101104.58932646838,0.0,0.0,43962.914378225396,44833.08883129269,0.0,0.0,239549.22781237893,0.0,0.0,4087.480275585469,0.0,0.0,40.46357730229831,0.0,0.0,0.0,0.0,616.7467490310789,0.0,5543.035814210485,0.0,0.0,0.0,0.0,0.0,7853.511496762236,0.0
333,0.0,0.0,0.0,0.0,739373.6465276282,0.0,106454.63288509888,119538.16895484198,146508.6147265624,0.0,9059.201357350166,43923.19633702284,47118.08781634181,0.0,0.0,0.0,0.0,0.0,15681.189866245917,0.0,0.0,50.37770448181926,0.0,0.0,0.0,0.0,3506.3892450872318,0.0,15418.372706392382,1676.3824137332685,0.0,0.0,0.0,1810.4168134459421,0.0,0.0
334,0.0,0.0,0.0,0.0,396272.34349322366,76791.36894269657,0.0,82784.90336370075,77973.70238701986,0.0,0.0,41191.00449103129,46217.50132120088,0.0,0.0,293964.24050612963,31.217437082077243,64.50166725569518,3543.256988201384,0.0,0.0,26.57251280829656,0.0,267.2656372409404,0.0,0.0,3094.5342219867407,974.9237798808886,21280.514498856246,3402.7436116884332,0.0,1297.4354455638738,0.0,2494.708804973839,0.0,0.0
335,0.0,0.0,0.0,0.0,402539.2867884657,0.0,195104.04826275105,108803.4627279245,92860.23590638893,0.0,5561.162897903057,42547.56628063777,41799.91827845358,4719.618265090768,0.0,2309786.3647752097,0.0,69.52989194851459,2852.371966705231,784.5269791021349,25.745746868660536,33.67885190300334,0.0,0.0,0.0,0.0,0.0,3270.9145424648373,13478.459244575944,1521.5798689442827,0.0,0.0,0.0,2971.4129135824437,0.0,0.0
