#Num,B1044.101,B1044.101.2,B1044.101.2b,B1044.101b,B1049.012,B2022.201_ud,B2022.201_ud.2,C1011.001a,C1011.001a.2,C2011.001a,C2011.001a.2,C3011.001a,C3011.001a.2,C3032.003a,D1014.011,D1014.011_ridr,D2021.023a,D2021.023b,D2022.013a,D2022.013b,D2022.023a,D2022.023b,D2031.023a,D2031.023b,D3031.013f,D3031.023i,D3041.001c,D3041.011c,D3041.032c,D3041.041b,D3052.013i,D4011.023a,D4011.023ab,D4011.053a,D4011.053ab,D5012.023b
20,0.0,0.0,0.0,0.0,358712.5820024918,195307.35901028532,36745.462171701685,97782.0097618402,87827.26963262392,0.0,0.0,49953.52691742744,44094.58789181971,0.0,0.0,0.0,0.0,66.1890032561782,15929.874462090236,2458.4383306371374,396.1695645342041,32.070073154798784,0.0,0.0,197437.29175004552,2588.457949943195,656.9703513354108,214.13208906969675,28503.747203228646,4687.057377274735,2408.555096166293,3652.9754426085565,0.0,4343.2398003052585,0.0,23825.833438240126
21,0.0,0.0,0.0,0.0,270227.2672225655,0.0,22866.085530269607,149944.212513848,146863.66654794436,0.0,0.0,42044.02962629114,42454.59091342818,0.0,0.0,0.0,0.0,64.94519560534948,6303.254694086734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8562.072490545634,4279.269506458043,0.0,0.0,0.0,2048.5893012042397,0.0,0.0
22,0.0,0.0,0.0,0.0,706206.9387203273,44023.23391273343,29639.27396171596,141435.898925799,122788.84078058875,5153.129340877362,5057.838605037852,47511.57768492179,50005.47423261045,0.0,0.0,84161.38205139521,0.0,0.0,7516.968354323555,0.0,0.0,0.0,0.0,0.0,156223.62924751942,0.0,0.0,0.0,2552.648128263446,0.0,2691.668850009227,0.0,20704.288359638478,2142.4529038796068,4034.327927028239,0.0
23,0.0,0.0,0.0,0.0,435316.33643393917,0.0,113711.90410308362,166902.86872322616,154929.25170118228,0.0,0.0,46417.964060178136,46496.35903743888,0.0,0.0,118430.66941074716,28.232325066227286,47.17232305403251,5847.049730956847,0.0,0.0,75.6405768117913,0.0,341.5334776627192,0.0,0.0,0.0,652.6543826227464,30545.17189179941,4644.6991083216035,0.0,560.7563089018207,0.0,3132.917588489093,3516.5591319079626,0.0
24,0.0,0.0,0.0,0.0,921766.5813633066,42231.623697172465,0.0,94401.52014628594,132024.95340782095,937.5033526772394,0.0,50121.192661440575,44567.02350944344,0.0,137706.49975280694,329881.76169226656,17.295237672404667,17.416208674477684,16463.55860957031,0.0,0.0,17.03643447682452,0.0,1392.9031129153846,0.0,0.0,9234.377753166156,320.00871811784594,43101.873419861724,6867.326426418085,0.0,1216.3176441410014,0.0,2453.816318448008,0.0,0.0
25,0.0,0.0,0.0,0.0,692241.7486868681,0.0,0.0,83988.1242839915,105037.09280049395,0.0,0.0,51231.49701365722,39707.9120002079,0.0,130776.75576891507,131052.3288118599,0.0,77.75104301953624,15768.334015611135,0.0,0.0,34.301792372565345,0.0,0.0,0.0,0.0,0.0,0.0,22312.65810588011,0.0,0.0,1259.3022869170766,0.0,0.0,0.0,10791.647621217558
26,0.0,0.0,0.0,0.0,670863.4901140756,0.0,65859.7089466623,84375.14384619026,105660.12407632402,0.0,0.0,47424.479628772766,42068.45354559295,0.0,99757.61880838088,0.0,84.88063693610378,103.67116438456759,2782.391281069853,0.0,0.0,74.23593923176664,0.0,1084.3958062213433,0.0,0.0,7451.94419517863,472.8152983265679,22190.96667025496,5278.199472113836,0.0,0.0,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0,696347.4567811235,104159.66797809192,122724.50905264463,113971.27032375766,66070.0148118313,0.0,0.0,44416.9387463806,47033.79977758834,0.0,0.0,451757.9118472919,0.0,0.0,3154.046190816063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,487205.7431053958,0.0,0.0,112710.32804252615,102514.50539307194,0.0,0.0,40997.83223731832,44601.21651955519,0.0,0.0,0.0,0.0,0.0,8622.474311499911,1703.0344850704232,0.0,0.0,0.0,0.0,156604.64597488855,0.0,0.0,3910.7115840177903,7039.559585448556,0.0,1774.0228368454168,0.0,0.0,1115.7187405321438,0.0,0.0
29,0.0,0.0,0.0,0.0,157303.51820533606,0.0,31304.76794942734,106581.85652870197,82557.12672098153,0.0,0.0,42544.10440498032,53086.8689068262,0.0,0.0,0.0,22.73183804716727,87.70261358899567,3436.9964447983293,179.12612006339563,14.334282354764357,45.09662223049515,11884.903114689725,0.0,0.0,0.0,6353.404155522586,3201.34813513403,23576.29779114406,4875.697599554765,2092.998163064224,1694.8707353878965,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0,587324.8425994121,36878.268140050655,45376.93491887316,80060.62229026796,143171.66474014902,0.0,0.0,44471.09967568237,45070.12443929569,0.0,0.0,251406.444169753,0.0,34.411735200216874,2412.9660990635402,0.0,0.0,0.0,0.0,0.0,0.0,2620.099144542402,0.0,408.4245725062744,3247.1365952989986,2642.8560041009446,0.0,8443.649493178333,3514.997082925366,0.0,0.0,0.0
31,0.0,0.0,0.0,0.0,228983.1423654286,91033.53392903385,0.0,60662.83508813163,74492.6342280188,44712.043973963475,0.0,46326.18274871344,44451.47628430137,0.0,118961.1111942225,134959.67842299983,48.9073812641687,37.04584435328405,13393.823885535543,1430.5336943682291,0.0,48.65928131326695,0.0,0.0,0.0,0.0,8915.166281902202,234.48418361634555,32099.799734268167,3984.8631951197067,0.0,5524.589241450104,0.0,1512.7984412889762,0.0,0.0
32,0.0,0.0,0.0,0.0,377402.2689427289,147801.4502297616,17483.27769764551,131519.57848155,105504.82691205418,5622.609914147379,0.0,46231.99497014095,45454.23753559737,0.0,0.0,0.0,0.0,49.794264505621975,13786.72275265574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.64467634683248,19921.776216316604,4246.758323587077,0.0,412.2105079137748,0.0,0.0,0.0,0.0
33,0.0,0.0,0.0,0.0,836548.2653534659,47405.86472302027,105998.63555278411,105422.94990142186,225900.077508691,0.0,0.0,43610.06401804968,45456.28886762906,0.0,0.0,1573426.9470107513,0.0,0.0,8640.59631084994,0.0,0.0,0.0,11732.920126692705,0.0,124562.39025299384,2500.6525654857105,0.0,0.0,9010.763032082974,0.0,2138.7147227747623,0.0,604.4702079647374,0.0,3592.877997854204,0.0
34,0.0,0.0,0.0,0.0,170912.52131155183,0.0,0.0,84201.27898268413,133162.3978563746,0.0,0.0,44411.37185499815,46219.63943595802,36981.81896258763,0.0,0.0,0.0,33.58139393415705,31798.435743746857,921.576545996238,60.90730527994643,58.98508297358471,0.0,567.2241781876385,0.0,0.0,0.0,427.8239655692053,52951.56208842619,12386.579773289532,0.0,3194.3523568998435,0.0,7247.853049882482,0.0,0.0
35,0.0,0.0,0.0,0.0,657216.2911376932,55980.111066461846,43121.03637134883,150981.4146612797,89126.71423621649,0.0,0.0,43401.244726691984,51342.15076698745,0.0,147570.88471008098,0.0,0.0,0.0,16419.965249775836,0.0,0.0,32.23443374474907,0.0,0.0,0.0,147514.086628211,3200.530280486123,0.0,5520.01794774062,2612.294339071353,0.0,0.0,0.0,0.0,0.0,0.0
36,0.0,0.0,0.0,0.0,550857.508207973,0.0,0.0,140089.17640938953,115007.72565929366,0.0,0.0,45061.93796477744,49377.55289799573,0.0,152136.9557914373,0.0,42.221411300633996,0.0,10187.875062111283,0.0,75.84680895699165,40.00517535149369,0.0,0.0,0.0,0.0,6236.064228798595,3958.835906612312,29962.10566400394,5550.795270533398,0.0,7036.391087810787,0.0,4833.85691561181,0.0,0.0
37,0.0,0.0,0.0,0.0,622621.5529526898,0.0,71678.4120593885,121374.73043976063,132491.38789936894,0.0,0.0,46293.26528248394,40282.926863477755,0.0,0.0,183918.91031059163,0.0,155.09608587749287,9672.157209291716,0.0,15.719139919296044,84.63666373959798,0.0,0.0,0.0,0.0,3403.244034929537,4141.37392014781,25133.149102861753,2848.4958948102153,0.0,6477.732025556783,0.0,1977.2100510362047,0.0,0.0
38,0.0,0.0,0.0,0.0,927478.9606669154,0.0,109986.34814958916,197288.4964695549,73809.8480573587,3781.729305649099,18611.79898593542,44937.39606718785,41640.60053971744,0.0,32063.048846268008,137213.73675459146,0.0,0.0,4923.834750084285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,997.2734937226161,162045.48018593478,0.0,0.0,0.0,0.0,0.0
39,0.0,0.0,0.0,0.0,514527.11652346834,0.0,0.0,80437.4589377219,151024.48445522727,0.0,0.0,45999.5931484485,45643.54323857935,0.0,92274.51724847504,137099.83909305118,0.0,263.6531749590192,14704.932957151275,0.0,213.4446340245262,8.769295034936361,0.0,1117.5223377098011,0.0,0.0,5664.002461939087,3314.2021611939313,22895.026243891843,3283.2178016061735,1461.7207322166844,0.0,0.0,0.0,0.0,0.0
40,0.0,0.0,0.0,0.0,519525.57488713384,21060.803814341543,15015.557571357063,130324.28953880495,125789.36796402627,0.0,0.0,43013.4590754357,47308.63547091922,0.0,0.0,89753.32634473567,0.0,94.49503968571995,10486.696258411484,0.0,79.82832137967553,136.77018661038835,0.0,0.0,0.0,0.0,0.0,401.3167576538332,13956.64017703816,0.0,1918.9884276924072,495.72231919103973,0.0,1139.542561930432,0.0,0.0
41,0.0,0.0,0.0,0.0,260410.88153117942,0.0,134942.02581857832,95962.25118953077,126091.74516031686,0.0,0.0,46765.126328186525,46096.72143034359,0.0,0.0,0.0,0.0,35.93463140439549,10550.1112314839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7241.563697832458,2502.1166387625667,0.0,0.0,0.0,2844.986709740388,0.0,0.0
42,0.0,0.0,0.0,0.0,253821.32991075635,118372.72295738105,0.0,170864.10562771786,124415.65461118479,0.0,0.0,40930.33521449279,44318.25965930792,0.0,134389.41892318288,0.0,0.0,0.0,6990.698862976938,0.0,27.40123413229075,39.48793783101688,0.0,0.0,0.0,0.0,0.0,858.1701260910645,6357.114446053092,1801.6771316003444,0.0,578.6271350740608,0.0,0.0,0.0,0.0
43,0.0,0.0,0.0,0.0,322809.5137479793,0.0,129228.91891758352,135455.35097145807,118580.1557757851,0.0,0.0,46993.7156797389,46614.36078388088,0.0,28078.144019022187,82724.15998211633,0.0,0.0,9159.78395614673,955.8524998454959,16.391994752516545,49.28595197994994,0.0,2505.0775389429323,0.0,0.0,3301.239654889326,707.8288429363004,21190.007259044145,0.0,0.0,0.0,0.0,1234.763159205718,0.0,0.0
44,0.0,0.0,0.0,0.0,331695.3365990313,0.0,35175.93737349317,105554.51724559886,111842.06616024573,0.0,0.0,46249.57756311308,47225.56551538534,0.0,32455.686228124425,0.0,0.0,0.0,6389.516167352732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3412.5934637913883,3839.107363505862,9061.269777322392,3513.8433129031964,0.0,0.0,0.0,0.0,0.0,0.0
45,0.0,0.0,0.0,0.0,489145.71360275254,24323.47762470963,207253.62937377876,85581.26250593597,142666.06689806876,0.0,0.0,45975.85982813908,47354.11612063383,0.0,0.0,0.0,0.0,7.654891104772468,16566.48069955962,0.0,0.0,62.70727179648605,0.0,0.0,0.0,0.0,0.0,0.0,18787.341761877415,0.0,0.0,3178.0282788293616,0.0,4666.351423049441,0.0,0.0
46,0.0,0.0,0.0,0.0,201051.11028377802,48750.75145405401,23271.56053260608,83835.21096937348,120645.23215873585,0.0,3827.6050604561806,45549.835542793204,46342.066588118156,0.0,100159.8343245471,114729.96598948573,0.0,135.79102857580625,13595.220719803045,0.0,0.0,45.93270158756048,0.0,571.7403157472273,0.0,0.0,0.0,766.4168474316305,12787.706184702833,4056.414845596354,115857.56767606233,2829.751383048782,0.0,3914.8001684859137,0.0,0.0
47,0.0,0.0,0.0,69467.81665849582,726618.8300149841,0.0,0.0,104546.55216916872,203045.64283294659,0.0,0.0,41689.51535358393,41451.0137025089,2421.1892408266294,0.0,0.0,862.4280985862736,103.42203917243408,5899.153852842469,736.8822762528308,99.35949373928403,53.26540132085576,8708.13665001465,1719.6498024955254,0.0,0.0,10833.884537410497,4383.0653882407705,35904.86376949626,7189.638836436711,0.0,12118.246111970859,0.0,3013.027808053398,0.0,11971.824100795655
48,0.0,0.0,0.0,0.0,51233.63958647422,39963.206299540405,0.0,105578.45301351738,63690.02862082994,0.0,0.0,42900.83990026147,46244.07741966731,0.0,74193.246810599,130846.86158406392,0.0,54.72453300666284,1566.0487391670754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,0.0,0.0,0.0,0.0,640542.5134194659,104489.7785760245,117183.19979517644,158118.77845194985,132365.96362628823,0.0,0.0,48066.7145594642,44543.92381734276,0.0,0.0,0.0,0.0,223.38829980559441,15215.756509872042,675.4205269098405,0.0,99.34036958336205,0.0,0.0,0.0,0.0,3646.676702433566,657.2640628132328,36038.1315363951,2679.565895255609,0.0,6271.841883207587,0.0,1316.1511502575197,5205.084292083092,0.0
50,0.0,0.0,0.0,0.0,736308.2012308758,0.0,91752.18263915888,113215.5033076113,124217.44321264257,0.0,0.0,44177.78717436216,45574.70667111299,0.0,36652.14277158171,0.0,27.059545936510975,170.15408397659652,17265.284051514715,1297.6644254871376,499.63538828323095,119.84894093385398,7658.646475383872,3182.843571747084,1414.991479547509,0.0,7267.386819000902,3227.513919817555,38384.946144052476,10019.646221043291,113537.85220908857,8398.948533200175,0.0,3756.85447105405,0.0,12952.273950492001
51,0.0,0.0,0.0,0.0,959885.7893214205,0.0,0.0,148860.74895881256,123771.74091607716,0.0,0.0,46207.18146842301,46898.03197920788,44073.64590389495,61397.20147771411,0.0,79.77548665429887,0.0,12022.414726771958,815.3720728018379,0.0,78.26971553440806,0.0,0.0,0.0,0.0,7419.592247084691,4067.718685868291,20411.089146912997,3526.264876947961,0.0,10532.707812718138,0.0,2954.5854452935187,0.0,9608.965100414385
52,0.0,0.0,0.0,0.0,285367.84303205955,83490.82086149887,62707.45412129833,103618.15646811659,87673.85136998518,1718.8987387030663,0.0,34664.23894254424,45834.710136137175,0.0,145280.74144955506,0.0,102.42092101725396,114.58075637123879,10281.36432029442,0.0,30.3421811710994,92.63542771759923,0.0,0.0,0.0,0.0,2797.2145127274225,3663.665590361018,12225.821490300339,0.0,0.0,0.0,2961.85885500036,2276.644770306763,14951.383595058316,0.0
53,0.0,0.0,0.0,0.0,546523.7434819333,16143.779692705046,47377.9124128002,85087.1361677298,100173.48646498883,0.0,0.0,42616.971820625826,46766.17030133175,0.0,72388.18989783332,108844.46818554655,0.0,0.0,15332.160955381807,0.0,157.40589296218363,84.98534156001668,0.0,1978.8092616042159,0.0,0.0,0.0,0.0,9205.563055813465,0.0,0.0,8693.265564397787,0.0,0.0,0.0,0.0
54,0.0,0.0,0.0,0.0,473630.8496095063,0.0,0.0,89419.168075375,138782.1499687774,0.0,0.0,43819.5915579727,45177.72014250283,0.0,130450.70478118608,0.0,0.0,0.0,4682.457263745557,0.0,25.43582388703179,12.729943388982639,0.0,0.0,0.0,0.0,0.0,314.15603643640014,12977.486629397343,1887.964780172681,0.0,0.0,0.0,2166.8408422004954,0.0,0.0
55,0.0,0.0,0.0,0.0,269936.19096895726,47130.159716605005,17217.311586144777,129200.84676092533,83044.41646693538,4866.764112580665,0.0,46917.59931134796,50287.48023304823,0.0,92921.92250325272,0.0,0.0,0.0,2664.0639136617874,0.0,0.0,80.06601736293884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,0.0,0.0,0.0,0.0,1056310.1141474624,0.0,0.0,91637.65236768247,235484.36426937685,0.0,0.0,46266.45562212863,46953.169063050926,0.0,0.0,0.0,0.0,0.0,13164.120750478429,0.0,0.0,45.02163395368033,0.0,701.0356101172811,0.0,0.0,1081.7000771566836,0.0,6343.17808962546,3497.7019505361804,146448.34157137538,0.0,0.0,0.0,0.0,0.0
57,0.0,0.0,0.0,0.0,931270.7774307703,19616.013285991055,141822.51115214726,177351.76735393377,112474.66510826087,0.0,0.0,51650.142078246914,44711.89998658511,0.0,0.0,0.0,152.07025348907263,84.25549079196766,14739.485138355383,692.0216969793637,39.81039508702081,100.63320411370256,13525.789475981146,2469.2418704773,0.0,0.0,11636.363605120396,4447.46112257996,44056.98255188631,6028.4608357639445,0.0,399.6568945136407,0.0,2313.059272654372,2812.9282317199895,13398.530558116774
58,0.0,0.0,0.0,0.0,709113.8768819555,165824.32457469706,64032.97000908684,116384.88255869597,119724.34970451736,0.0,0.0,43303.231957666285,46903.741023927774,0.0,38988.65704988157,86012.48159371279,0.0,0.0,16710.66642662431,0.0,167.82115125327437,91.9186112182441,0.0,0.0,0.0,0.0,0.0,0.0,13663.404605772128,1173.7334934671078,0.0,0.0,0.0,0.0,0.0,0.0
59,0.0,0.0,0.0,0.0,966049.8137346151,100308.30629682384,0.0,163024.7531638686,136425.13929795992,0.0,0.0,48873.55312476066,45250.892670418936,0.0,0.0,0.0,70.79071564942545,0.0,10569.743059609007,0.0,62.85508070878434,38.611244710442975,0.0,0.0,0.0,0.0,3119.695378766984,0.0,32176.498670739675,5777.833478855388,0.0,0.0,0.0,0.0,0.0,0.0
60,0.0,0.0,0.0,0.0,1005218.6028247558,0.0,25321.869642598358,166858.999296682,141135.36494603983,0.0,0.0,42458.67593356395,43316.867103458295,0.0,0.0,0.0,0.0,29.453655383719173,6802.3979564745305,0.0,0.0,13.857717987597942,0.0,0.0,0.0,0.0,2954.5379127225474,3470.187957050761,13047.993868385329,0.0,0.0,1665.2982345357154,0.0,0.0,3127.3642969424286,0.0
61,0.0,0.0,0.0,0.0,1114898.8273130506,0.0,24110.129260886268,127874.90250012228,200571.43813273503,0.0,0.0,46405.972694237265,43946.76070763109,0.0,131724.6398700021,0.0,0.0,84.5191217067757,4774.879016304674,0.0,0.0,63.84889533176653,0.0,330.0409768736599,0.0,0.0,650.0485237130371,444.567997977465,21554.381519686933,2201.5080868830505,0.0,764.8177135389154,2809.0614492310415,2054.5850574977985,6132.4860110600375,0.0
