-,repair_cost-,repair_time-parallel,repair_time-sequential
987,21600000.0,12500.0,12500.0
988,2596057.4858042756,697.4724006082758,1895.6817590944156
989,1260429.0697032702,414.3685648309234,904.4366713148725
990,21600000.0,12500.0,12500.0
991,2436715.0653736754,699.3531873032166,1770.8370581094812
992,2154548.0664778543,582.88588450656,1522.9263181998126
993,1621955.419633139,411.9311353071708,1135.6434567633748
994,21600000.0,12500.0,12500.0
995,1201132.744664625,360.8553935950327,850.3784149117866
996,465762.1618702746,171.2440683599023,352.7675324837131
997,810153.3242639658,226.87004758585232,625.4824876540282
998,2249640.1507283,597.6409552544127,1600.5631019253453
999,2539101.1443576505,753.8974045245119,1832.5174809124912
1000,1518452.4523350953,425.54892115284423,1087.5891540341945
1001,1640169.1523246276,492.3372310076861,1162.5659612751858
1002,2982372.497629687,786.3230312987504,2201.8435253048997
1003,3317057.548429213,883.7345743300041,2487.7633245405304
1004,2052559.1897024326,616.0376252025633,1476.936073276866
1005,1322853.6738843378,388.33010268827627,943.5617610083057
1006,611665.3039738098,180.14015327289917,454.66077880009425
1007,1506034.3784145429,445.4134495062317,1050.7740477191956
1008,1226586.9446300713,378.86316280105666,887.3716549765326
1009,518484.10801985516,183.66419061951356,384.6938647962637
1010,2356647.671885494,658.2872401086782,1701.7920458808549
1011,2099179.67413604,633.4990855822409,1487.3532086240261
1012,350163.7783689678,123.61346813979674,278.5608413779173
1013,2374726.1298672133,657.314449077111,1721.8734935534367
1014,1650072.7109153406,531.242676154555,1194.487102364545
1015,21600000.0,12500.0,12500.0
1016,2051482.244077972,596.162506933645,1444.2333213055936
1017,385455.23389128776,116.94262796403848,301.71322635459444
1018,2099902.6637202194,589.3010256346514,1524.1481298290835
1019,3082531.6134055965,938.2223629995933,2297.2005640705156
1020,945235.8427524014,303.1223890337823,708.6860114360964
1021,1668433.9322171647,530.0339524804929,1203.526262426789
1022,1233899.5566572654,366.2250122526688,918.6943449616224
1023,531107.5202267034,231.05050887767803,415.1896499824717
1024,748640.365650994,285.285512273264,572.5962996746057
1025,467183.4469262022,128.43172504311025,359.18432910111414
1026,2276625.175643267,605.9896924371528,1627.7353289790146
1027,1091907.9387319935,342.82038198569836,803.6638626624197
1028,1100661.3388060112,307.839514634863,759.0606968590366
1029,21600000.0,12500.0,12500.0
1030,2573104.9747566725,737.3788405533393,1871.3758052715405
1031,732983.7565477509,233.12656000829895,563.9826633569273
1032,1907185.3311444668,541.0787998148015,1368.4069701458661
1033,426599.61171563016,148.359558081385,337.50098082592297
1034,1052620.0440451265,292.095603069011,737.4994507965794
1035,1809709.8457378051,639.8552712311324,1283.4390844258803
1036,2294019.870577252,575.9244618580672,1627.0776975246463
1037,365935.8015213043,110.01918704244204,312.71724368586666
1038,271328.1997289415,96.81885481604743,220.1617022568189
1039,3259512.299924692,876.5089728255252,2430.689707944667
1040,430709.9238208139,118.86864192945002,326.40561350168974
1041,1162204.5015991041,297.6060936617619,818.0745789216934
1042,1208780.2158348828,408.12522822832216,824.1648882020398
1043,488230.54355861817,206.0172256341952,384.369083589793
1044,1471097.5710402895,410.7743933046742,1047.9628288904855
1045,392001.3041484842,178.024617011876,302.1991147763713
1046,3058157.8442503083,752.3563859717055,2264.92255117976
1047,1573833.1872746898,439.31743170381446,1122.7227750802235
1048,2124671.0751564903,606.056109622337,1538.0217077202226
1049,1855528.2063551329,536.0014377332911,1300.7907734437217
1050,2509631.716198942,650.3870406929294,1817.0009007265382
1051,21600000.0,12500.0,12500.0
1052,1999918.3932670276,540.2222724407935,1427.8721277163727
1053,537879.5446466698,240.4292392018039,422.7488386117484
1054,21600000.0,12500.0,12500.0
1055,21600000.0,12500.0,12500.0
1056,3024282.116342445,804.101586603953,2246.518408650131
1057,21600000.0,12500.0,12500.0
1058,1639610.9537337366,523.5567032335248,1200.7529686517662
1059,145065.96415113017,49.90591392867428,126.34020566877668
1060,1757489.0646052593,518.2012496874802,1222.4090762541484
1061,706057.1316039053,230.44974332480086,552.3171078684246
1062,3076451.1138747633,839.8166650559251,2278.5131633981423
1063,1111760.9368437433,305.4182849133207,787.4983393101469
1064,715309.1708754769,262.9920318563429,561.9552432352941
1065,21600000.0,12500.0,12500.0
1066,1467000.7866623125,403.608667932261,1042.586588584592
1067,2617036.444334349,752.256114052192,1897.7941444169744
1068,578221.7632899168,287.34838208371116,457.0172475325305
1069,901647.3593618774,336.94858312512326,688.2897419009587
1070,2116472.629038018,583.0753577041902,1517.3917512067217
1071,295828.68218740483,89.47887559713598,250.56374427274793
1072,852645.889346459,275.5632406601894,618.9858212991618
1073,2251298.2611244805,564.8195781969381,1595.193192011958
1074,3458314.8104510354,932.4024050065609,2611.790598919548
1075,921867.4187150733,342.8317218543232,680.426340291101
1076,21600000.0,12500.0,12500.0
1077,629833.0793890733,251.62309773651057,493.8344818404132
1078,175018.05083226564,58.710564746087314,147.84584366319035
1079,21600000.0,12500.0,12500.0
1080,2450078.425515835,645.2833815579996,1777.9896661719413
1081,606840.0612316797,216.32021755936637,454.3695169003414
1082,1430847.578789214,534.2892722052819,1007.6371902484042
1083,2445678.126792932,663.421200378622,1782.7593854786699
1084,21600000.0,12500.0,12500.0
1085,2597128.472704474,747.6248392823335,1891.4297404056715
1086,1507098.5150824862,427.9890235486736,1078.6018821018279
1087,808558.72481804,305.6306485675808,592.6720563855592
1088,21600000.0,12500.0,12500.0
1089,679887.129173139,209.10211899088316,530.2613335287826
1090,1049398.548796517,396.77733329493674,782.3731860926621
1091,1721093.995590603,429.1537428695062,1233.4751416110646
1092,21600000.0,12500.0,12500.0
1093,2461107.519502081,745.7339234413834,1774.4592306933157
1094,600637.9068750021,225.90012987123663,467.8660608465526
1095,731346.947035099,296.7972831077408,535.4726908496544
1096,1522769.9996696813,410.0731937036486,1061.9732737522727
1097,754457.6414222823,252.7919482546575,536.1493040309654
1098,21600000.0,12500.0,12500.0
1099,2607755.9600871284,739.7409908028233,1890.8089920590846
1100,21600000.0,12500.0,12500.0
1101,21600000.0,12500.0,12500.0
1102,1506995.7733607318,408.6204606748896,1062.4591069739429
1103,1166036.9555330467,287.95851024730956,831.4950399004874
1104,784779.0529843173,266.44217521793735,593.9002679645547
1105,1085601.4625369338,293.43366088599925,769.9536051991003
1106,1929242.3944278779,467.35304763997436,1354.3868990199537
1107,581306.523112627,262.98850606577787,445.9256296648449
1108,1668627.4753558284,445.9712547354792,1171.1556133459762
1109,2178889.0388272065,632.2825286171031,1563.7803503115472
1110,1538200.1672459147,508.8140158213409,1080.348110662025
1111,668495.690916213,222.25430795122557,504.75134691806875
1112,1946915.8854136742,504.101111280267,1390.7896118806611
1113,1919317.4632152326,524.3885024744129,1351.1667022422314
1114,1136634.842361897,384.3441593560086,800.6577595417804
1115,2705097.4911997505,686.8306376985855,1966.8816864221294
1116,895578.182030209,361.2098943545245,632.3369093151392
1117,2608361.678190357,711.551551535093,1883.352924423059
1118,933890.3481406679,296.201187542248,656.056608713168
1119,1005827.7028250109,353.3749933436494,706.0964123367677
1120,1763465.2882838575,492.29508151205164,1277.567891121302
1121,21600000.0,12500.0,12500.0
1122,21600000.0,12500.0,12500.0
1123,1614256.8246176133,456.71397906423766,1113.592735943598
1124,517754.06764816056,159.46949142692156,387.4406331948977
1125,21600000.0,12500.0,12500.0
1126,144830.1853017664,62.08142027429999,128.02984958186568
1127,2451768.199051987,706.8074295328256,1783.4395820777677
1128,486249.5335649374,214.36863874228916,383.8859841214277
1129,21600000.0,12500.0,12500.0
1130,1889095.5565420196,487.0624360081959,1323.855683838908
1131,797055.5704520138,290.6276795753888,596.1365257714273
1132,21600000.0,12500.0,12500.0
1133,2503560.7326215478,669.8251035874268,1816.4600457097517
1134,3369462.5414783857,937.1519125274382,2521.863550330197
1135,394076.83226812095,161.49712545603464,320.08042130643827
1136,2201641.31441371,620.268147871456,1582.3938654046592
1137,575554.8969418812,169.4814440695881,439.0418213633
1138,21600000.0,12500.0,12500.0
1139,21600000.0,12500.0,12500.0
1140,1629009.8349459148,476.5054852826048,1136.7829897265533
1141,1801939.5317342954,482.0000916046062,1247.0389438282066
1142,1435967.069508509,490.69610846492606,1024.0203346192575
1143,1985937.500742877,608.4608400275264,1407.9867331362643
1144,2121378.136125532,633.0353482702344,1502.6992426399445
1145,2298644.58672124,641.0204452481087,1626.2798511129365
1146,1627156.8513302263,492.1600710891463,1183.3194418453593
1147,21600000.0,12500.0,12500.0
1148,2716718.431347799,648.4265002851072,1893.9407464650888
1149,322650.6471336832,103.86892664920317,276.3271544335233
1150,650635.4620268403,214.39384544469755,463.49473747680213
1151,21600000.0,12500.0,12500.0
1152,1318850.23422739,372.78021828155755,944.1803763694668
1153,2705007.081881695,716.7609412869913,1978.4743183370308
1154,857004.22284887,380.6443285256704,643.8499235097776
1155,2536262.378232076,731.7252711873446,1843.4178009935
1156,798591.5477200911,209.10542916445746,565.0322800377029
1157,604513.3296502348,213.52407029918078,471.11199297573296
1158,2549805.445836043,654.5231900469983,1842.4759868939866
1159,21600000.0,12500.0,12500.0
1160,2817796.6806098134,776.4109592458203,2084.630671818376
1161,3372590.335911107,859.8511706846951,2524.295314487221
1162,736150.4593037582,267.6608326908224,552.6406558428932
1163,2400806.8033105712,730.7948175781698,1726.484129285913
1164,506833.046806501,173.70755925383676,382.15552913045843
1165,2125629.3979762867,604.5744380846784,1504.08824038563
1166,1627086.834106632,453.2250727380901,1156.0364155780906
1167,21600000.0,12500.0,12500.0
1168,454668.2478757517,153.3232052495136,371.825549709427
1169,1677472.1657712192,501.98569282228584,1209.440420759916
1170,1395702.924550562,377.98253877152445,983.4721540316771
1171,652562.096958537,201.71672696486394,471.31681101184415
1172,1650249.646539416,391.6226132867767,1173.1189499431953
1173,21600000.0,12500.0,12500.0
1174,857983.8096070134,298.4668070985152,648.1348839445585
1175,1925511.8141124994,533.7863850121081,1399.5848781115296
1176,2428825.442638956,690.2877039131749,1755.531761202383
1177,735010.147245695,198.35150303490428,519.0938204718192
1178,1530963.609746473,418.42024279478005,1103.2824653044543
1179,1242605.0811301898,415.6453859741893,884.6604484561501
1180,21600000.0,12500.0,12500.0
1181,2755390.45324581,856.8944093179433,2015.3553432393946
1182,21600000.0,12500.0,12500.0
1183,21600000.0,12500.0,12500.0
1184,1003466.5908371088,309.25006894747446,708.0820884762542
1185,629970.5127156379,217.17416712286078,488.05334270701394
1186,930364.0495522729,362.311615430048,687.5659370853485
1187,208224.99971393414,74.46242261298238,184.31350308237663
1188,343958.55026137095,125.67327843263996,280.89608646524795
1189,21600000.0,12500.0,12500.0
1190,568153.729607704,184.30783344451697,457.351816941926
1191,190121.67251034512,92.41472752259519,167.75927680349895
1192,2278018.779770131,680.2437378328705,1631.2056172668654
1193,2106924.058672889,563.4054891713974,1499.5055441063118
1194,831265.9516120973,235.60101109969276,624.7650719284469
1195,1958540.7889474211,481.43723089627844,1378.796014326037
1196,21600000.0,12500.0,12500.0
1197,1685973.856590248,503.6073264688434,1217.1731072051666
1198,21600000.0,12500.0,12500.0
1199,1458033.6248591987,430.54818087745434,1014.9274219261775
1200,21600000.0,12500.0,12500.0
1201,660119.0228425941,218.91139677531186,460.0221632804159
1202,1153321.4856318298,375.93890225771423,865.3744028485944
1203,2549006.7805622136,676.586401970327,1848.3578042141762
1204,2438270.261338737,687.9012227010421,1788.2112116606554
1205,2700599.689779885,707.9728008538239,1960.9873059123513
1206,245675.53585939112,91.02795123989073,201.06078056907373
1207,189044.8250534523,77.60589832591678,163.13589217203494
1208,2645041.9314619745,705.1706163510279,1939.622151215362
1209,370337.9680153774,106.44791916238908,300.25696182705104
1210,2586995.6242671125,730.9378443148801,1892.440302671759
1211,1258768.442638246,357.4230419986424,857.5478860373194
1212,559985.301538301,192.07064584089306,434.30141633772826
1213,298284.6031814386,96.83475191303998,247.62989250969824
1214,21600000.0,12500.0,12500.0
1215,421819.63517696084,140.5288599173771,339.969301345926
1216,2401779.4250012967,686.9474031115301,1743.0594299478498
1217,1247447.550114211,404.89383985896984,905.8235341592516
1218,941060.3974099542,307.6928198605085,678.5319375783619
1219,1459776.3920138355,442.06621026859244,1050.3053926501009
1220,1309295.2203847847,385.7475287910072,908.3097133309908
1221,739583.4720933043,217.15444401655677,548.8429293102262
1222,418569.322731736,148.313446091751,332.97969733130424
1223,21600000.0,12500.0,12500.0
1224,209771.20328463629,81.99015705730558,183.3718495422541
1225,462747.22848628345,183.1601340746198,374.1208251276883
1226,21600000.0,12500.0,12500.0
1227,1499566.509059876,522.4802584985982,1059.4207327060308
1228,21600000.0,12500.0,12500.0
1229,339705.7834427438,127.20536909226325,272.83840276271104
1230,1357770.5523885097,342.18106426911385,960.6306145559344
1231,441030.8496429377,147.89629467350946,331.71700301776
1232,2579372.201291729,690.777299149948,1887.9906773541013
1233,21600000.0,12500.0,12500.0
1234,21600000.0,12500.0,12500.0
1235,719182.2478357108,287.1901779033088,539.7507060038857
1236,483591.10774491215,227.35398491248478,405.08960171195895
1237,2488376.5301436405,630.5584317786534,1789.2406591707775
1238,1913334.8641792103,484.3644925573204,1376.6063521284257
1239,831170.8882605253,320.52150261521007,615.0807941234084
1240,3781705.2151571796,952.424712465751,2871.7054663957665
1241,531436.354090259,201.15598941740964,412.8509353128939
1242,1796570.3747543655,489.81260989934407,1258.0570837784528
1243,2773005.399792693,809.0794671507401,2026.7747269819395
1244,1447176.4681496697,447.59574467374426,1047.9128475753507
1245,2447451.3068487695,715.4575009883795,1762.7691583484593
1246,1860080.3622267083,568.4147235929408,1340.9857921366347
1247,2080014.9776787357,576.8742040705648,1492.3385409200646
1248,708480.2294171347,249.26054078980795,530.9722817234349
1249,1285571.1770334414,364.3058003802377,918.2754384733659
1250,451376.7400887498,158.3503464312512,354.42508356508955
1251,519156.533311361,169.67265939795837,392.4625760166452
1252,1942876.6462772286,570.5554867731146,1401.3856909300396
1253,435969.8992542975,119.9445498467627,333.1142306418592
1254,2686422.7520655147,701.3902345788492,1956.5418939344306
1255,21600000.0,12500.0,12500.0
1256,21600000.0,12500.0,12500.0
1257,1941994.8881312602,576.4728879837159,1360.305637185055
1258,1360617.513780153,449.3116975517581,959.6578710180021
1259,1386653.1557693675,401.81210527738153,956.7154820515419
1260,2847945.359868415,873.6360779563886,2091.9025195178815
1261,508506.3265920283,205.3489589105219,402.3614019904316
1262,1755745.2010971154,464.6586359624841,1247.843866184519
1263,972823.9320605659,299.8146223724435,664.3888714579431
1264,2635093.6341650914,713.8926129698377,1915.6419484586859
1265,651625.5249705915,234.42783828256952,475.17585796753053
1266,21600000.0,12500.0,12500.0
1267,2712237.237335537,705.5360170076673,1967.405842897259
1268,1934238.2367578999,639.6274475913415,1349.2161374541015
1269,2221110.6271805367,574.4745853635877,1592.882737811768
1270,509388.8321875543,201.00338675869756,386.2252670397521
1271,1258651.039623279,375.6654073135992,927.0254378002547
1272,1682882.9985775005,491.4154199637329,1202.1605153850246
1273,1468693.452051804,449.1956712518809,1051.4907948296704
1274,514861.86072358803,156.0283732115595,394.1167430399088
1275,526654.6857490421,225.32667563558286,411.1062747064838
1276,731443.4991137824,289.9054662218208,532.8979984000274
1277,201178.2454240193,60.45504584265461,173.97965731180415
1278,3514524.126115358,888.0241667995502,2651.2823721336536
1279,21600000.0,12500.0,12500.0
1280,1775547.152427303,482.3356577357671,1255.745699743949
1281,21600000.0,12500.0,12500.0
1282,1540534.9139619125,495.28366332605594,1059.825356799392
1283,411031.0025184425,152.0034355783768,322.55514326330297
1284,816138.8525886139,213.45413379526357,562.4304339660216
1285,21600000.0,12500.0,12500.0
1286,729498.1287885462,216.17744383268797,519.8057601892017
1287,1031719.6473050774,345.5114659574935,760.6208411391859
1288,841262.6554114094,231.13650362319302,602.9828068162033
1289,21600000.0,12500.0,12500.0
1290,2282743.490101035,644.1301243267208,1645.905996464611
1291,21600000.0,12500.0,12500.0
1292,229561.6479999132,73.33078770712868,197.52329284259736
1293,21600000.0,12500.0,12500.0
1294,2233782.4914354864,628.8355204911123,1630.9020653085406
1295,3400092.0725242514,830.2821575681706,2555.0984816913183
1296,1304136.6850793497,379.51437231755204,920.7112353402762
1297,3364799.363883133,888.5455162535924,2514.6515234023154
1298,2338707.671572761,669.6355724107616,1700.5357129836593
1299,2336405.531417985,666.5394559558747,1674.7675093780413
1300,1827592.495366171,560.7933261220671,1289.3240397778798
1301,833072.0211964224,295.61053399919996,639.6901721957471
1302,312225.7104169345,93.43700404127664,254.18750333961805
1303,2347750.766856549,643.467273295457,1678.2202560409482
1304,2551796.8958623954,717.3791663783874,1851.2291276420074
1305,300984.56626704516,99.96330743188797,243.87379463468565
1306,2225886.1078737606,578.8391214585985,1577.763949566287
1307,21600000.0,12500.0,12500.0
1308,569922.1273779718,196.5112831053968,416.5033823631961
1309,21600000.0,12500.0,12500.0
1310,273423.8286448591,90.37203368036157,230.05582049779466
1311,1926864.6126435434,474.1139016558375,1338.1939246110203
1312,21600000.0,12500.0,12500.0
1313,21600000.0,12500.0,12500.0
1314,2487284.412598313,709.8951066830674,1821.2765899922924
1315,396701.73225532996,113.31739470717471,314.2454580671372
1316,21600000.0,12500.0,12500.0
1317,1591683.4544461332,523.3359551445266,1137.515933804399
1318,1451703.2823501048,483.822685934565,1017.2823570490352
1319,1197798.010344142,378.92162221193763,862.9488575316573
1320,21600000.0,12500.0,12500.0
1321,1383707.8305302663,368.5173293027912,987.0235519305988
1322,379984.99697764614,127.77838600662749,305.7607141719974
1323,3516406.80374076,932.968106873229,2631.7200267918633
1324,21600000.0,12500.0,12500.0
1325,21600000.0,12500.0,12500.0
1326,21600000.0,12500.0,12500.0
1327,2953140.672627882,886.2728261139457,2185.998912087016
1328,1296283.185717743,377.2671309301687,925.1199014696969
1329,1763008.930380163,429.0589180499033,1217.213843073693
1330,2313664.1779675973,638.1572634191269,1668.044227345025
1331,21600000.0,12500.0,12500.0
1332,21600000.0,12500.0,12500.0
1333,2717253.81273492,750.1186190555003,1975.6171170060106
1334,21600000.0,12500.0,12500.0
1335,2001565.7434255714,522.775052880525,1409.483120186655
1336,2664708.978273001,771.6193760629059,1944.3530504646844
1337,930511.515695071,278.38529928442676,649.6163526881221
1338,1053735.3502612817,381.6603775281657,767.1307621796783
1339,21600000.0,12500.0,12500.0
1340,775864.9430642888,222.8883538796233,582.7961395278656
1341,1784479.5431107886,557.5220072063661,1267.5514307657484
1342,2281528.684461626,661.9359567222336,1638.0027779285056
1343,21600000.0,12500.0,12500.0
1344,21600000.0,12500.0,12500.0
1345,1484071.709793181,442.97264098738236,1043.7270237535045
1346,21600000.0,12500.0,12500.0
1347,21600000.0,12500.0,12500.0
1348,21600000.0,12500.0,12500.0
1349,858871.2871562502,271.82187153825276,640.6246560689324
1350,21600000.0,12500.0,12500.0
1351,2438302.3160302183,704.0625269103103,1750.8229514615402
1352,331768.37170726486,127.13656239021992,259.9826757428783
1353,1959979.8418339635,630.6317240267117,1422.573829676216
1354,1723851.7218739025,427.5197372482406,1218.589203689561
1355,2552472.8601613212,687.0116042534247,1865.6071785330728
1356,1690017.1844475328,454.2543471688471,1172.2847137813299
1357,1220952.004800239,309.02854422466083,895.7218684484358
1358,414263.68468094914,164.67116675251899,331.4267776686384
1359,1514975.0394267358,452.25394438032686,1068.1736772443503
1360,21600000.0,12500.0,12500.0
1361,827969.0252363654,330.7686946425568,615.006040989242
1362,824541.821669083,260.5746124315232,623.8986044215749
1363,2486459.9162109164,640.7076381547622,1801.6136936008784
1364,21600000.0,12500.0,12500.0
1365,21600000.0,12500.0,12500.0
1366,2055415.959971424,614.363088306104,1463.0448650603823
1367,805242.2062522139,296.17980646492157,590.3906013357454
1368,630724.9289498423,288.9160324564384,486.56110183415234
1369,21600000.0,12500.0,12500.0
1370,3237025.1759836623,898.7622243832386,2409.1772956363216
1371,686988.2539869568,181.36769630848636,516.5007540501983
1372,3000685.1859908877,849.9341238088255,2223.6643941462507
1373,21600000.0,12500.0,12500.0
1374,831600.9143601649,218.12221046165047,610.6743006475856
1375,1234791.5304643132,401.24448655213433,887.2599649980884
1376,451282.79194839625,153.6044439818337,348.4951392939508
1377,1268672.8811122468,398.87776925726337,911.7029098870632
1378,1560552.751567223,405.99603431678565,1099.7536944263018
1379,2369512.8598314184,702.8700788082751,1714.9762908840955
1380,800775.1125320544,218.34160472323768,590.6961511534122
1381,2577242.1426071264,633.9498388753686,1862.118327853743
1382,1043554.8789699497,293.9543725580685,728.0128993423401
1383,2720779.277501833,742.4377420825869,1970.3701712201441
1384,976908.6285000675,289.8095946619165,707.1810947059996
1385,1989244.0959310895,567.620873417568,1399.2911186639049
1386,21600000.0,12500.0,12500.0
1387,2942608.4185597375,890.304351998432,2163.1614305511075
1388,21600000.0,12500.0,12500.0
1389,350691.69376850605,109.61723905548575,276.2913661159983
1390,970150.922892583,319.19879886973547,710.4548532049034
1391,2693480.1961443485,730.4072251020178,1960.8936750135338
1392,1999746.5013148955,595.4453263391775,1416.9466137947834
1393,604221.7363570039,250.94574057109543,471.69066598931556
1394,2363363.028550762,593.9580905964297,1702.9203265112158
1395,1389155.7685037937,451.025538189848,996.3699724041319
1396,2548214.383005697,659.3969122432,1855.3707767114931
1397,2277162.6378995436,562.211657665015,1626.504525206423
1398,21600000.0,12500.0,12500.0
1399,525146.8790118566,154.16096107485697,405.29504703627424
1400,2228793.422052633,629.6999272453515,1582.872256614509
1401,1599038.6611590404,494.1445808096102,1137.678205584815
1402,2466266.9166159234,712.953760348832,1778.57448685281
1403,1785053.159962229,500.5187392289563,1258.503131752067
1404,2348117.304034766,688.4378326049983,1675.5104844679902
1405,1845205.6337314276,486.51071757175407,1289.087142567544
1406,2705008.8862140686,730.2470800016648,1985.036785626891
1407,378169.39988440985,97.35695884953111,292.09923801003066
1408,1088221.0809468257,385.84239886173066,757.0773810433566
1409,251851.98991644537,107.8171591677737,216.68092884500015
1410,1269627.5437376348,439.37516249239036,910.4188875758313
1411,21600000.0,12500.0,12500.0
1412,3132093.9312350512,901.307205939429,2338.9830452888164
1413,2442013.0734753325,679.3894452574225,1765.5321506738774
1414,1346527.4061223436,307.9975981761893,925.7384264504333
1415,370167.44497625687,165.23372004637577,299.2617007405854
1416,473875.8451221169,181.0029602253716,376.6497055084462
1417,1583105.231181003,451.2271453891356,1088.4963349066131
1418,21600000.0,12500.0,12500.0
1419,216524.32921738745,70.91226189216341,187.05986769103967
1420,2173569.5629899874,605.9833275869714,1568.8458192382834
1421,2266715.128301954,618.2270775891981,1629.0184714035365
1422,1300424.2772990053,351.31063417172436,894.1298997880655
1423,21600000.0,12500.0,12500.0
1424,1140343.7392611974,459.91083947158984,836.9896549102082
1425,698661.5224757778,225.99557795700386,541.1274859646958
1426,313135.31826305226,127.10354328825827,263.0810030472982
1427,475297.7242492099,203.74578895202546,375.20437443643067
1428,1036671.1080346918,306.2752540934111,748.6852506654893
1429,1198207.0714807343,382.3334840389144,858.2930648985678
1430,135111.36464510357,55.990519860239985,120.41046156801424
1431,21600000.0,12500.0,12500.0
1432,526027.7170990309,178.6546183803869,415.1936292773222
1433,2331711.662690308,684.6359214783167,1669.6052251589394
1434,2314489.7704340364,621.7023495246368,1662.1230734334667
1435,21600000.0,12500.0,12500.0
1436,1129089.6594821839,448.878065603789,795.5749767374742
1437,21600000.0,12500.0,12500.0
1438,317262.35098656546,108.68897885664447,254.29975597724817
1439,2035558.6541819072,709.4646340617509,1447.4870597559716
1440,1187726.8768553063,419.2596160801481,831.324688064957
1441,924549.929576191,288.4325030792416,717.0751412170148
1442,2259722.7028515553,639.0765075340653,1634.157211630745
1443,607249.2893574989,202.63937037422045,481.2294072173885
1444,1579354.0296948615,535.0980632874472,1118.356446143759
1445,21600000.0,12500.0,12500.0
1446,2155453.843105514,594.2046521501769,1554.9026260065732
1447,1868718.6510660988,552.8881776797824,1313.856326077021
1448,3128060.2004778073,865.6986786673829,2316.598889566736
1449,1734740.950248679,583.8242797363064,1243.834191830059
1450,1615913.5392017383,443.4690296588156,1144.5283062788096
1451,1463037.311636384,404.2649772429048,1055.0042503364793
1452,2625980.5684454306,724.9142419981314,1916.8605530513255
1453,21600000.0,12500.0,12500.0
1454,21600000.0,12500.0,12500.0
1455,1197314.2607552898,355.91511708885344,844.3642318231043
1456,673636.0838596165,209.20158233612798,507.9029299257745
1457,1385931.0455099305,394.28985883172163,983.7751033693661
1458,431190.3404124569,190.6883723499958,341.3722796674934
1459,2038105.4255475376,563.4579949936493,1452.748690494784
1460,848209.3007712088,289.04767613146237,635.8795518322189
1461,291588.72385457973,91.91145221511873,235.46234828892761
1462,2042194.2283987917,546.6127008418341,1446.6117786893972
1463,2448348.12273449,772.76373273024,1781.7285713324145
1464,2284857.0521148597,569.7735957232878,1618.3497557898697
1465,762346.5050033195,204.29254579811195,582.437914015378
1466,21600000.0,12500.0,12500.0
1467,922089.9796971438,372.5052173719392,709.2774581762103
1468,726272.3123191457,205.4945494120832,561.9240063368211
1469,1855244.0334761315,517.245482904321,1306.8658220016648
1470,2172984.8265492017,670.9227358664776,1543.0569218056337
1471,581884.7031959661,225.82505020314477,455.1539595942874
1472,952357.277007952,324.3938599088192,709.3953744731629
1473,2120658.0427737907,534.9295746488,1497.9881733699697
1474,21600000.0,12500.0,12500.0
1475,1047349.0706434991,277.0902582602852,774.039977819515
1476,1197810.132611777,434.52607378493775,854.859892675683
1477,1399626.1452835014,446.4062469492731,976.3042976579234
1478,1213671.1867594642,353.8900599520619,858.6329809879198
1479,21600000.0,12500.0,12500.0
1480,2264173.417246867,581.3213057609764,1626.9929420013589
1481,21600000.0,12500.0,12500.0
1482,21600000.0,12500.0,12500.0
1483,1689066.7142649363,475.6581182313264,1221.054256237895
1484,2170414.504592327,587.5219222470879,1551.996278123413
1485,1374384.3001172058,404.34620102954545,972.9507082316289
1486,91624.94541994113,43.36303487294399,82.46785643512456
1487,887798.578503737,237.68401432285583,652.8097189514209
1488,1000703.9656688487,304.96713810852617,705.8207175618934
1489,3111585.8131646775,810.1427614488587,2303.9835323353886
1490,963925.9797201186,320.45755898235643,708.6193461566719
1491,2680651.19986989,767.0459540227947,1951.3704241660682
1492,868389.6595093895,245.81861981846305,630.5223469736052
1493,695384.0001586081,277.43998785373435,535.6044568988467
1494,2367668.5226646517,649.7194349191565,1699.9958304009212
1495,1954158.7532361732,524.9798881471027,1396.032384527967
1496,1222230.3171162421,380.74799042145526,891.5036918123502
1497,1359324.7399316344,413.27871723249154,958.3180284023464
1498,908800.1335786951,303.8306230711403,675.1348756510454
1499,3070284.6708854814,821.9682427239042,2273.6792898643594
1500,3069062.5010720314,840.7482423233132,2267.5450352180924
1501,3157102.5213315696,821.2197787641855,2347.8366329719306
1502,979168.2941974964,253.8842628066877,704.8399651622881
1503,1427979.8009820934,471.8136022042739,970.9330000538816
1504,853605.5244201105,280.4494714170359,660.5828579959598
1505,1879295.9818680808,575.0482731379826,1335.4768604734209
1506,354714.31041755335,143.6134202737,297.7819842227416
1507,3314928.184640104,901.5054223321252,2488.9218673840155
1508,2210361.868668808,601.1652108996992,1607.1268358291188
1509,2495231.29983983,652.022194466647,1783.9647078935961
1510,236470.00578626982,81.7918008261586,202.850825334003
1511,2274831.755225104,610.9069150379593,1642.2037336701626
1512,1918997.313690065,555.7487590017345,1356.0611429444652
1513,1171743.7786024392,440.9693713733925,853.7962195728894
1514,946184.8865754915,322.3195766502592,691.9158941493323
1515,2258046.071963419,646.4204694992,1627.2103426514268
1516,2459233.084390934,711.143997316992,1767.8000954397835
1517,349163.9523894909,116.09561458214904,272.6395005151251
1518,1533369.3698886612,419.2809530142788,1077.6450313560058
1519,21600000.0,12500.0,12500.0
1520,911176.3489521625,329.3850886671933,657.7370689419705
1521,21600000.0,12500.0,12500.0
1522,2596812.606891985,717.4029162343937,1890.0822863107746
