#,repair_cost-,repair_time-parallel,repair_time-sequential,collapse,irreparable
301,12810936.871753855,14236.152537711363,14236.152537711363,0.0,1.0
302,7619879.223095787,14648.321126510837,14648.321126510837,0.0,1.0
303,9512633.800733795,20011.124917756337,20011.124917756337,0.0,1.0
304,11258553.720059928,12419.979926752243,12419.979926752243,0.0,1.0
305,2156026.389769085,663.614804314243,1590.8824441081827,0.0,0.0
306,15287851.54152365,15865.126988741367,15865.126988741367,0.0,1.0
307,2951552.077353064,962.632374253484,2180.166317621305,0.0,0.0
308,12170827.697815295,7813.118741138239,7813.118741138239,0.0,1.0
309,15706913.368242329,19496.132269318372,19496.132269318372,0.0,1.0
310,15565034.496977653,9137.851673869349,9137.851673869349,0.0,1.0
311,6701665.831630282,13364.82289259326,13364.82289259326,0.0,1.0
312,10156922.20076525,15136.003117064245,15136.003117064245,0.0,1.0
313,2896000.2062290767,582.5366401263088,1755.0153091274883,0.0,0.0
314,2553252.764172926,867.8185805846562,2224.3103949877113,0.0,0.0
315,2909809.7260925774,1044.3727989098277,2179.0155307490027,0.0,0.0
316,8339865.444106547,11288.072377385708,11288.072377385708,0.0,1.0
317,2920377.35806135,584.6975517609819,1869.1347162624463,0.0,0.0
318,8070293.0171118425,25588.254611546432,25588.254611546432,1.0,0.0
319,13198259.725324135,21855.223117140373,21855.223117140373,0.0,1.0
320,15323793.912291352,16638.909633509797,16638.909633509797,0.0,1.0
321,15422846.372216228,17629.99072387249,17629.99072387249,0.0,1.0
322,2620820.300164597,10142.234603489243,10142.234603489243,0.0,1.0
323,11934826.213031597,16924.499594988825,16924.499594988825,0.0,1.0
324,18776642.324450396,16209.531092902627,16209.531092902627,0.0,1.0
325,10737744.163393835,16011.254615457263,16011.254615457263,0.0,1.0
326,21817165.46489012,19890.858492807933,19890.858492807933,1.0,0.0
327,2432229.4670784837,656.4254801240418,1676.5419783355972,0.0,0.0
328,11700524.920694461,7839.1834256389575,7839.1834256389575,0.0,1.0
329,3608834.2639924726,929.3237047723741,2474.359434860791,0.0,0.0
330,14654183.897238273,16818.448167935112,16818.448167935112,1.0,0.0
331,15502256.847289147,17265.06044529683,17265.06044529683,0.0,1.0
332,5822740.073452146,17154.192381950837,17154.192381950837,1.0,0.0
333,14124186.304487377,18334.46364218577,18334.46364218577,1.0,0.0
334,17898010.52957147,19319.126132007634,19319.126132007634,0.0,1.0
335,2740000.165687107,795.4404264757367,2154.4860769708625,0.0,0.0
336,10359502.726196935,8924.109003876993,8924.109003876993,0.0,1.0
337,12577145.682258243,24699.364276195913,24699.364276195913,0.0,1.0
338,11113776.824404279,23142.4760017701,23142.4760017701,0.0,1.0
339,2888099.604851764,861.0603301128431,2377.759780319032,0.0,0.0
340,15260854.494662406,14887.315632499663,14887.315632499663,0.0,1.0
341,8915373.21933912,13032.736681523249,13032.736681523249,0.0,1.0
342,14235073.429751487,15632.628769970528,15632.628769970528,1.0,0.0
343,12463629.175741332,11809.302640191161,11809.302640191161,0.0,1.0
344,3483068.948257653,1077.681922690141,2710.3646659139877,0.0,0.0
345,8625305.261181751,10526.712180090502,10526.712180090502,0.0,1.0
346,12831759.232846128,10832.090913489066,10832.090913489066,0.0,1.0
347,2620204.318629534,929.7459395491715,1882.3102996679004,0.0,0.0
348,3648814.327700221,856.3569107950227,3050.665107366967,0.0,0.0
349,14088111.634773832,13546.46641986528,13546.46641986528,0.0,1.0
350,11499803.781488473,12555.231174310924,12555.231174310924,0.0,1.0
351,2586461.873504858,1236.288833287852,2179.0239614160814,0.0,0.0
352,18121928.508288685,15412.640781299546,15412.640781299546,0.0,1.0
353,10861338.098122992,7585.596891325572,7585.596891325572,1.0,0.0
354,3778603.0717380904,898.923065908626,2878.933770933383,0.0,0.0
355,3370648.4463184043,922.3122222507336,2604.7340505601455,0.0,0.0
356,13943258.849837558,13142.007848709993,13142.007848709993,0.0,1.0
357,14640863.477568127,11424.284856459684,11424.284856459684,1.0,0.0
358,19182353.81253071,13602.502116985883,13602.502116985883,0.0,1.0
359,13435008.089748826,13232.883434365434,13232.883434365434,0.0,1.0
360,12872326.018171297,14456.023140209196,14456.023140209196,1.0,0.0
361,9115821.035431495,10802.077187441953,10802.077187441953,1.0,0.0
362,2776286.7252488555,730.1834112051215,2102.4957802900167,0.0,0.0
363,15782784.615650106,19387.404121065247,19387.404121065247,1.0,0.0
364,2594432.011707156,781.8078692946533,2100.4094580157844,0.0,0.0
365,7208431.710935143,13831.767612939304,13831.767612939304,1.0,0.0
366,15162871.553881226,16369.294279352443,16369.294279352443,0.0,1.0
367,12074098.006432591,40332.477317822944,40332.477317822944,1.0,0.0
368,3038800.4759060587,731.2412279788283,2051.5219111278507,0.0,0.0
369,13014687.714936186,13193.188571485814,13193.188571485814,0.0,1.0
370,17568947.865432918,9759.792805082465,9759.792805082465,0.0,1.0
371,13966156.649367029,14961.10793330855,14961.10793330855,0.0,1.0
372,9489879.346718397,18383.569354446157,18383.569354446157,0.0,1.0
373,13125152.860597016,15068.628818192034,15068.628818192034,1.0,0.0
374,18693344.83401431,13293.772073917035,13293.772073917035,0.0,1.0
375,13491576.046838809,12325.979881503674,12325.979881503674,0.0,1.0
376,7555642.972133802,16433.845411991264,16433.845411991264,1.0,0.0
377,2497544.4481381085,594.0643117754757,1933.3605523925844,0.0,0.0
378,9853431.424620546,10630.58738268322,10630.58738268322,0.0,1.0
379,7759819.593158087,16612.720837906985,16612.720837906985,0.0,1.0
380,2486388.164677135,930.5102289925549,2055.6730318348045,0.0,0.0
381,3198994.585506145,919.0600005086753,2513.103033957901,0.0,0.0
382,1794848.262157255,510.5955884972511,1311.6663933223804,0.0,0.0
