cmp-loc-dir-ds,B.10.41.001a-3-1-0,B.10.41.001a-3-1-1,B.10.41.001a-3-1-2,B.10.41.001a-3-1-3,B.10.41.001a-3-1-4,B.10.41.001a-3-2-0,B.10.41.001a-3-2-1,B.10.41.001a-3-2-2,B.10.41.001a-3-2-3,B.10.41.001a-3-2-4,B.10.41.001a-4-1-0,B.10.41.001a-4-1-1,B.10.41.001a-4-1-2,B.10.41.001a-4-1-3,B.10.41.001a-4-2-0,B.10.41.001a-4-2-1,B.10.41.001a-4-2-2,B.10.41.001a-4-2-3,B.10.41.002a-1-1-0,B.10.41.002a-1-1-1,B.10.41.002a-1-1-2,B.10.41.002a-1-1-3,B.10.41.002a-1-1-4,B.10.41.002a-1-2-0,B.10.41.002a-1-2-1,B.10.41.002a-1-2-2,B.10.41.002a-1-2-3,B.10.41.002a-1-2-4,B.10.41.002a-2-1-0,B.10.41.002a-2-1-1,B.10.41.002a-2-1-2,B.10.41.002a-2-1-3,B.10.41.002a-2-1-4,B.10.41.002a-2-2-0,B.10.41.002a-2-2-1,B.10.41.002a-2-2-2,B.10.41.002a-2-2-3,B.10.41.002a-2-2-4,B.10.41.002b-2-1-0,B.10.41.002b-2-1-1,B.10.41.002b-2-1-2,B.10.41.002b-2-1-3,B.10.41.002b-2-1-4,B.10.41.002b-2-2-0,B.10.41.002b-2-2-1,B.10.41.002b-2-2-2,B.10.41.002b-2-2-3,B.10.41.002b-2-2-4,B.10.41.002b-3-1-0,B.10.41.002b-3-1-1,B.10.41.002b-3-1-2,B.10.41.002b-3-1-3,B.10.41.002b-3-1-4,B.10.41.002b-3-2-0,B.10.41.002b-3-2-1,B.10.41.002b-3-2-2,B.10.41.002b-3-2-3,B.10.41.002b-3-2-4,B.10.41.002b-4-1-0,B.10.41.002b-4-1-1,B.10.41.002b-4-1-2,B.10.41.002b-4-1-3,B.10.41.002b-4-1-4,B.10.41.002b-4-2-0,B.10.41.002b-4-2-1,B.10.41.002b-4-2-2,B.10.41.002b-4-2-3,B.10.41.003a-2-1-0,B.10.41.003a-2-1-1,B.10.41.003a-2-1-2,B.10.41.003a-2-1-3,B.10.41.003a-2-1-4,B.10.41.003a-2-2-0,B.10.41.003a-2-2-1,B.10.41.003a-2-2-2,B.10.41.003a-2-2-3,B.10.41.003a-2-2-4,B.10.41.003b-1-1-0,B.10.41.003b-1-1-1,B.10.41.003b-1-1-2,B.10.41.003b-1-1-3,B.10.41.003b-1-1-4,B.10.41.003b-1-2-0,B.10.41.003b-1-2-1,B.10.41.003b-1-2-2,B.10.41.003b-1-2-3,B.10.41.003b-1-2-4,B.10.49.031-1-0-0,B.10.49.031-1-0-1,B.10.49.031-1-0-2,B.10.49.031-2-0-0,B.10.49.031-2-0-1,B.10.49.031-2-0-2,B.10.49.031-3-0-0,B.10.49.031-3-0-1,B.10.49.031-3-0-2,B.10.49.031-4-0-0,B.10.49.031-4-0-1,B.10.49.031-4-0-2,B.20.22.031-1-1-0,B.20.22.031-1-1-1,B.20.22.031-1-1-2,B.20.22.031-1-2-0,B.20.22.031-1-2-1,B.20.22.031-1-2-2,B.20.22.031-2-1-0,B.20.22.031-2-1-1,B.20.22.031-2-1-2,B.20.22.031-2-2-0,B.20.22.031-2-2-1,B.20.22.031-2-2-2,B.20.22.031-3-1-0,B.20.22.031-3-1-1,B.20.22.031-3-1-2,B.20.22.031-3-2-0,B.20.22.031-3-2-1,B.20.22.031-3-2-2,B.20.22.031-4-1-0,B.20.22.031-4-1-1,B.20.22.031-4-1-2,B.20.22.031-4-2-0,B.20.22.031-4-2-1,B.20.22.031-4-2-2,B.30.11.011-5-0-0,B.30.11.011-5-0-1,B.30.11.011-5-0-2,C.10.11.001a-1-1-0,C.10.11.001a-1-1-1,C.10.11.001a-1-1-2,C.10.11.001a-1-1-3,C.10.11.001a-1-2-0,C.10.11.001a-1-2-1,C.10.11.001a-1-2-2,C.10.11.001a-1-2-3,C.10.11.001a-2-1-0,C.10.11.001a-2-1-1,C.10.11.001a-2-1-2,C.10.11.001a-2-1-3,C.10.11.001a-2-2-0,C.10.11.001a-2-2-1,C.10.11.001a-2-2-2,C.10.11.001a-2-2-3,C.10.11.001a-3-1-0,C.10.11.001a-3-1-1,C.10.11.001a-3-1-2,C.10.11.001a-3-1-3,C.10.11.001a-3-2-0,C.10.11.001a-3-2-1,C.10.11.001a-3-2-2,C.10.11.001a-3-2-3,C.10.11.001a-4-1-0,C.10.11.001a-4-1-1,C.10.11.001a-4-1-2,C.10.11.001a-4-1-3,C.10.11.001a-4-2-0,C.10.11.001a-4-2-1,C.10.11.001a-4-2-2,C.10.11.001a-4-2-3,C.30.11.002c-1-1-0,C.30.11.002c-1-1-1,C.30.11.002c-1-1-2,C.30.11.002c-1-2-0,C.30.11.002c-1-2-1,C.30.11.002c-1-2-2,C.30.11.002c-2-1-1,C.30.11.002c-2-1-2,C.30.11.002c-2-2-0,C.30.11.002c-2-2-1,C.30.11.002c-2-2-2,C.30.11.002c-3-1-0,C.30.11.002c-3-1-1,C.30.11.002c-3-1-2,C.30.11.002c-3-2-0,C.30.11.002c-3-2-1,C.30.11.002c-3-2-2,C.30.11.002c-4-1-0,C.30.11.002c-4-1-1,C.30.11.002c-4-1-2,C.30.11.002c-4-2-0,C.30.11.002c-4-2-1,C.30.11.002c-4-2-2,C.30.32.003b-1-0-0,C.30.32.003b-1-0-1,C.30.32.003b-1-0-2,C.30.32.003b-1-0-3,C.30.32.003b-2-0-0,C.30.32.003b-2-0-1,C.30.32.003b-2-0-2,C.30.32.003b-2-0-3,C.30.32.003b-3-0-0,C.30.32.003b-3-0-1,C.30.32.003b-3-0-2,C.30.32.003b-3-0-3,C.30.32.003b-4-0-0,C.30.32.003b-4-0-1,C.30.32.003b-4-0-2,C.30.32.003b-4-0-3,C.30.34.002-1-0-0,C.30.34.002-1-0-1,C.30.34.002-2-0-0,C.30.34.002-2-0-1,C.30.34.002-3-0-0,C.30.34.002-3-0-1,C.30.34.002-4-0-0,C.30.34.002-4-0-1,D.10.14.011-1-0-0,D.10.14.011-1-0-1,D.10.14.011-1-0-10,D.10.14.011-1-0-11,D.10.14.011-1-0-12,D.10.14.011-1-0-13,D.10.14.011-1-0-14,D.10.14.011-1-0-15,D.10.14.011-1-0-2,D.10.14.011-1-0-3,D.10.14.011-1-0-4,D.10.14.011-1-0-5,D.10.14.011-1-0-6,D.10.14.011-1-0-7,D.10.14.011-1-0-8,D.10.14.011-1-0-9,D.20.21.023a-1-0-0,D.20.21.023a-1-0-1,D.20.21.023a-2-0-0,D.20.21.023a-2-0-1,D.20.21.023a-2-0-2,D.20.21.023a-3-0-0,D.20.21.023a-3-0-1,D.20.21.023a-4-0-0,D.20.21.023a-4-0-1,D.20.21.023b-1-0-0,D.20.21.023b-1-0-1,D.20.21.023b-1-0-2,D.20.21.023b-2-0-0,D.20.21.023b-2-0-1,D.20.21.023b-2-0-2,D.20.21.023b-3-0-0,D.20.21.023b-3-0-1,D.20.21.023b-3-0-2,D.20.21.023b-4-0-0,D.20.21.023b-4-0-1,D.20.21.023b-4-0-2,D.30.41.021c-1-0-0,D.30.41.021c-1-0-1,D.30.41.021c-1-0-2,D.30.41.021c-2-0-0,D.30.41.021c-2-0-1,D.30.41.021c-2-0-2,D.30.41.021c-3-0-0,D.30.41.021c-3-0-1,D.30.41.021c-3-0-2,D.30.41.021c-4-0-0,D.30.41.021c-4-0-1,D.30.41.021c-4-0-2,D.30.41.022c-1-0-0,D.30.41.022c-2-0-0,D.30.41.022c-3-0-0,D.30.41.022c-4-0-0,D.30.41.032c-1-0-0,D.30.41.032c-1-0-1,D.30.41.032c-2-0-0,D.30.41.032c-2-0-1,D.30.41.032c-3-0-0,D.30.41.032c-3-0-1,D.30.41.032c-4-0-0,D.30.41.032c-4-0-1,D.30.41.041b-1-0-0,D.30.41.041b-1-0-1,D.30.41.041b-2-0-0,D.30.41.041b-2-0-1,D.30.41.041b-3-0-0,D.30.41.041b-3-0-1,D.30.41.041b-4-0-0,D.30.41.041b-4-0-1,D.40.11.023a-1-0-0,D.40.11.023a-1-0-1,D.40.11.023a-1-0-2,D.40.11.023a-2-0-0,D.40.11.023a-2-0-1,D.40.11.023a-2-0-2,D.40.11.023a-3-0-0,D.40.11.023a-3-0-1,D.40.11.023a-3-0-2,D.40.11.023a-4-0-0,D.40.11.023a-4-0-1,D.40.11.023a-4-0-2,D.40.11.033a-1-0-0,D.40.11.033a-1-0-1,D.40.11.033a-2-0-0,D.40.11.033a-2-0-1,D.40.11.033a-3-0-0,D.40.11.033a-3-0-1,D.40.11.033a-4-0-0,D.40.11.033a-4-0-1,collapse-0-1-0,collapse-0-1-1,excessiveRID-1-1-0,excessiveRID-1-1-1,excessiveRID-1-2-0,excessiveRID-1-2-1,excessiveRID-2-1-0,excessiveRID-2-1-1,excessiveRID-2-2-0,excessiveRID-2-2-1,excessiveRID-3-1-0,excessiveRID-3-1-1,excessiveRID-3-2-0,excessiveRID-3-2-1,excessiveRID-4-1-0,excessiveRID-4-1-1,excessiveRID-4-2-0,excessiveRID-4-2-1,irreparable-0-1-0,irreparable-0-1-1
0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,4.0,8.0,4.0,4.0,7.0,14.0,1.0,0.0,15.0,0.0,0.0,30.000000000000004,390.0,4620.000000000001,809.9999999999999,1949.9999999999998,599.9999999999999,1890.0000000000002,2310.0000000000005,480.00000000000006,0.0,30.000000000000004,3090.0000000000005,2190.0000000000005,2280.0000000000005,210.00000000000003,3030.0,90.0,0.0,4410.0,270.0,0.0,3060.0,60.00000000000001,0.0,5436.610169491526,395.38983050847463,0.0,0.0,0.0,0.0,659.9999999999999,0.0,0.0,377.14285714285705,282.85714285714283,0.0,197.99999999999994,692.9999999999999,0.0,0.0,0.0,0.0,890.9999999999999,0.0,98.99999999999997,692.9999999999999,98.99999999999997,0.0,296.99999999999994,593.9999999999999,0.0,0.0,692.9999999999999,197.99999999999994,0.0,197.99999999999994,593.9999999999999,98.99999999999997,0.0,0.0,0.0,112.99999999999999,0.0,0.0,112.99999999999999,0.0,112.99999999999999,0.0,0.0,112.99999999999999,0.0,0.0,112.99999999999999,0.0,0.0,112.99999999999999,0.0,0.0,112.99999999999999,0.0,0.0,112.99999999999999,13200.0,4800.0,1800.0,1800.0,21600.0,0.0,0.0,0.0,21600.0,0.0,0.0,0.0,21600.0,0.0,0.0,0.0,459.0,189.0,621.0,27.0,648.0,0.0,648.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1229.9999999999998,0.0,1229.9999999999998,0.0,0.0,1229.9999999999998,0.0,1229.9999999999998,0.0,614.9999999999999,0.0,614.9999999999999,1229.9999999999998,0.0,0.0,1229.9999999999998,0.0,0.0,1229.9999999999998,0.0,0.0,1619.9999999999998,0.0,0.0,1619.9999999999998,0.0,0.0,1619.9999999999998,0.0,0.0,1619.9999999999998,0.0,0.0,429.99999999999994,429.99999999999994,429.99999999999994,429.99999999999994,8.748000000000001,10.692,18.468,0.9720000000000001,19.44,0.0,19.44,0.0,16.0,0.0,16.0,0.0,16.0,0.0,16.0,0.0,3456.0,864.0,0.0,4320.000000000001,0.0,0.0,4320.000000000001,0.0,0.0,4320.000000000001,0.0,0.0,0.0,194.0,194.0,0.0,194.0,0.0,194.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,14.0,0.0,1.0,1.0,5.0,9.0,3.0,8.0,4.0,15.0,0.0,0.0,1590.0000000000002,2730.0,720.0,2399.9999999999995,900.0,59.99999999999999,0.0,30.000000000000004,4650.000000000001,1710.0000000000002,1290.0000000000002,120.00000000000001,210.00000000000003,2760.0000000000005,1710.0000000000002,0.0,510.0,2610.0000000000005,4680.0,0.0,0.0,3120.0,0.0,0.0,5140.06779661017,395.38983050847463,296.542372881356,0.0,94.28571428571426,565.7142857142857,0.0,0.0,94.28571428571426,565.7142857142857,0.0,0.0,0.0,0.0,890.9999999999999,0.0,296.99999999999994,593.9999999999999,0.0,0.0,0.0,593.9999999999999,296.99999999999994,0.0,0.0,0.0,890.9999999999999,890.9999999999999,0.0,0.0,0.0,197.99999999999994,593.9999999999999,98.99999999999997,0.0,0.0,0.0,112.99999999999999,0.0,0.0,112.99999999999999,0.0,112.99999999999999,0.0,0.0,112.99999999999999,0.0,0.0,112.99999999999999,0.0,0.0,112.99999999999999,56.49999999999999,56.49999999999999,0.0,0.0,0.0,112.99999999999999,18600.0,2400.0,0.0,600.0,21600.0,0.0,0.0,0.0,21600.0,0.0,0.0,0.0,21600.0,0.0,0.0,0.0,432.0,216.0,621.0,27.0,648.0,0.0,648.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1229.9999999999998,0.0,1229.9999999999998,0.0,0.0,1229.9999999999998,0.0,1229.9999999999998,0.0,1229.9999999999998,0.0,0.0,1229.9999999999998,0.0,0.0,1229.9999999999998,0.0,0.0,1229.9999999999998,0.0,0.0,809.9999999999999,809.9999999999999,0.0,1619.9999999999998,0.0,0.0,1619.9999999999998,0.0,0.0,1619.9999999999998,0.0,0.0,429.99999999999994,429.99999999999994,429.99999999999994,429.99999999999994,12.636000000000001,6.804,19.44,0.0,19.44,0.0,17.496000000000002,1.9440000000000002,16.0,0.0,16.0,0.0,16.0,0.0,8.0,8.0,3456.0,864.0,0.0,4320.000000000001,0.0,0.0,4320.000000000001,0.0,0.0,4320.000000000001,0.0,0.0,97.0,97.0,194.0,0.0,194.0,0.0,0.0,194.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
2,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,10.0,0.0,0.0,15.0,12.0,3.0,0.0,14.0,1.0,0.0,0.0,150.00000000000003,4890.000000000001,59.99999999999999,1649.9999999999998,1649.9999999999998,0.0,30.000000000000004,4650.000000000001,3030.0,90.0,0.0,3480.0,1050.0000000000002,150.00000000000003,900.0000000000001,1740.0,480.00000000000006,4260.0,420.00000000000006,0.0,2910.0000000000005,210.00000000000003,0.0,4843.5254237288145,593.084745762712,395.38983050847463,0.0,0.0,0.0,659.9999999999999,0.0,0.0,565.7142857142857,94.28571428571426,0.0,0.0,0.0,890.9999999999999,98.99999999999997,395.9999999999999,395.9999999999999,0.0,0.0,296.99999999999994,593.9999999999999,0.0,0.0,98.99999999999997,791.9999999999998,0.0,98.99999999999997,494.9999999999999,296.99999999999994,0.0,0.0,692.9999999999999,197.99999999999994,0.0,0.0,0.0,112.99999999999999,0.0,0.0,112.99999999999999,0.0,112.99999999999999,0.0,0.0,112.99999999999999,0.0,0.0,112.99999999999999,0.0,0.0,112.99999999999999,0.0,0.0,112.99999999999999,0.0,0.0,112.99999999999999,18600.0,2999.9999999999995,0.0,0.0,21000.0,600.0,0.0,0.0,21000.0,600.0,0.0,0.0,21600.0,0.0,0.0,0.0,567.0,81.0,621.0,27.0,594.0,54.0,621.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1229.9999999999998,0.0,1229.9999999999998,0.0,0.0,1229.9999999999998,0.0,1229.9999999999998,0.0,1229.9999999999998,0.0,0.0,1229.9999999999998,0.0,0.0,614.9999999999999,614.9999999999999,0.0,1229.9999999999998,0.0,0.0,1619.9999999999998,0.0,0.0,809.9999999999999,809.9999999999999,0.0,1619.9999999999998,0.0,0.0,1619.9999999999998,0.0,0.0,429.99999999999994,429.99999999999994,429.99999999999994,429.99999999999994,19.44,0.0,18.468,0.9720000000000001,19.44,0.0,18.468,0.9720000000000001,16.0,0.0,8.0,8.0,16.0,0.0,16.0,0.0,3456.0,864.0,0.0,4320.000000000001,0.0,0.0,3456.0,0.0,864.0,3456.0,864.0,0.0,0.0,194.0,194.0,0.0,97.0,97.0,97.0,97.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
3,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,13.0,2.0,0.0,4.0,4.0,7.0,9.0,5.0,1.0,15.0,0.0,0.0,4230.0,780.0,30.000000000000004,1230.0,1859.9999999999998,269.99999999999994,4680.0,0.0,0.0,0.0,840.0000000000001,2280.0000000000005,600.0000000000001,2700.0000000000005,1380.0000000000002,1680.0000000000002,1260.0,180.0,3660.0000000000005,960.0000000000001,60.00000000000001,2880.0,240.00000000000003,0.0,5733.152542372883,98.84745762711866,0.0,0.0,188.57142857142853,471.42857142857133,0.0,0.0,94.28571428571426,471.42857142857133,94.28571428571426,98.99999999999997,791.9999999999998,0.0,0.0,0.0,0.0,98.99999999999997,791.9999999999998,0.0,0.0,692.9999999999999,197.99999999999994,0.0,197.99999999999994,692.9999999999999,0.0,0.0,197.99999999999994,692.9999999999999,0.0,98.99999999999997,593.9999999999999,197.99999999999994,0.0,0.0,0.0,112.99999999999999,0.0,0.0,112.99999999999999,0.0,112.99999999999999,0.0,0.0,112.99999999999999,0.0,0.0,112.99999999999999,0.0,0.0,112.99999999999999,0.0,0.0,112.99999999999999,0.0,0.0,112.99999999999999,18000.0,2400.0,1200.0,0.0,21600.0,0.0,0.0,0.0,21600.0,0.0,0.0,0.0,21600.0,0.0,0.0,0.0,405.0,243.0,594.0,54.0,648.0,0.0,648.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1229.9999999999998,0.0,1229.9999999999998,0.0,0.0,1229.9999999999998,0.0,1229.9999999999998,0.0,1229.9999999999998,0.0,0.0,1229.9999999999998,0.0,0.0,1229.9999999999998,0.0,0.0,1229.9999999999998,0.0,0.0,1619.9999999999998,0.0,0.0,1619.9999999999998,0.0,0.0,1619.9999999999998,0.0,0.0,1619.9999999999998,0.0,0.0,429.99999999999994,429.99999999999994,429.99999999999994,429.99999999999994,19.44,0.0,19.44,0.0,19.44,0.0,19.44,0.0,16.0,0.0,16.0,0.0,16.0,0.0,16.0,0.0,4320.000000000001,0.0,0.0,4320.000000000001,0.0,0.0,4320.000000000001,0.0,0.0,4320.000000000001,0.0,0.0,0.0,194.0,194.0,0.0,194.0,0.0,194.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,0.0
5,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,12.0,2.0,1.0,2.0,3.0,10.0,11.0,0.0,4.0,15.0,0.0,0.0,2190.0000000000005,2400.0000000000005,450.00000000000006,90.0,1919.9999999999998,1349.9999999999998,2610.0000000000005,1650.0,420.00000000000006,0.0,150.00000000000003,2970.0,840.0000000000001,2910.0000000000005,930.0,2550.0,510.0,60.00000000000001,4620.000000000001,60.00000000000001,0.0,3120.0,0.0,0.0,3558.508474576272,1383.8644067796613,889.627118644068,0.0,0.0,659.9999999999999,0.0,0.0,0.0,471.42857142857133,188.57142857142853,0.0,98.99999999999997,791.9999999999998,0.0,0.0,0.0,0.0,890.9999999999999,0.0,0.0,890.9999999999999,0.0,0.0,197.99999999999994,692.9999999999999,0.0,197.99999999999994,395.9999999999999,296.99999999999994,0.0,197.99999999999994,593.9999999999999,98.99999999999997,0.0,0.0,0.0,112.99999999999999,0.0,0.0,112.99999999999999,0.0,112.99999999999999,0.0,0.0,112.99999999999999,0.0,0.0,112.99999999999999,0.0,0.0,112.99999999999999,0.0,56.49999999999999,56.49999999999999,0.0,0.0,112.99999999999999,21000.0,600.0,0.0,0.0,13200.0,4800.0,1200.0,2400.0,21600.0,0.0,0.0,0.0,21000.0,600.0,0.0,0.0,594.0,54.0,351.0,297.0,648.0,0.0,513.0,135.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1229.9999999999998,0.0,1229.9999999999998,0.0,0.0,1229.9999999999998,0.0,1229.9999999999998,0.0,1229.9999999999998,0.0,0.0,0.0,1229.9999999999998,0.0,1229.9999999999998,0.0,0.0,1229.9999999999998,0.0,0.0,1619.9999999999998,0.0,0.0,1619.9999999999998,0.0,0.0,1619.9999999999998,0.0,0.0,1619.9999999999998,0.0,0.0,429.99999999999994,429.99999999999994,429.99999999999994,429.99999999999994,19.44,0.0,13.608,5.832000000000001,19.44,0.0,16.524,2.9160000000000004,16.0,0.0,16.0,0.0,16.0,0.0,16.0,0.0,3456.0,864.0,0.0,4320.000000000001,0.0,0.0,4320.000000000001,0.0,0.0,2592.0,864.0,864.0,194.0,0.0,97.0,97.0,194.0,0.0,0.0,194.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
