#Num,IF_inspection,IF_eng,IF_permit,IF_finance,IF_cm_RS1,IF_cm_RS2,IF_cm_RS3,IF_cm_RS4,IF_cm_RS5,IF_cm_RS6,IF_cm_RS7,IF_stab,IF_reconstruct
64,5.412801820395496,21.44740821814037,5.573898402235368,0.0,30.09873426330444,61.74902316239391,0.0,64.26660800062861,0.0,147.3495581222898,0.0,0.0,0.0
65,3.73240807622007,60.44713514101585,21.213072941544027,0.0,64.69860945264135,50.13853932149674,13.875288008793984,29.091550226061432,0.0,159.39160524327247,0.0,6.197806285101364,0.0
66,7.016238983782608,17.34563948287067,12.189431331979128,0.0,21.11877910940241,118.45253747213424,29.200062023925444,42.4452604425102,0.0,0.0,0.0,2.579023320854246,0.0
67,4.818426064385382,20.774240324859413,23.42090638508159,0.0,56.12633608539629,68.0071661952636,20.109430183448506,0.0,0.0,0.0,1.4456962822470636,9.317589447940335,0.0
68,1.4619640098279807,60.807042025096024,40.12148907253659,0.0,71.42830122627828,32.90324588997792,10.688372020061786,9.358441039543536,0.0,140.14825704659523,0.0,0.0,0.0
69,7.64482546656511,52.31970215145588,31.42889631618283,267.58903758912265,71.7056593910029,173.42279043270995,16.172084831682852,0.0,0.0,132.06365398705472,0.0,0.0,0.0
70,5.6146404064031605,10.334890703037626,6.668679934600437,0.0,26.43663524685735,53.03035785393795,7.477817645880826,3.554533977405963,0.0,297.89216645940786,0.0,2.6996791807579243,0.0
71,1.7912562666006755,48.624608965926726,23.851925437375684,0.0,35.35637525282361,78.05527061890777,20.8551284976274,51.83173234020686,0.0,538.1414308935707,4.015861289668338,20.523127388428353,0.0
72,10.880031986492952,35.08387413797565,9.791419459175103,0.0,47.51092262611421,85.66408064953959,29.76279819056008,2.289268619303798,0.0,128.67620956321818,1.9964007279416625,0.0,0.0
73,8.028417842413031,43.29558314407695,18.677914461520302,0.0,58.284408024435876,56.867972306850554,53.34365270666645,0.0,0.0,0.0,0.0,0.0,0.0
74,5.857158237456518,28.666558243293238,30.70631277420251,0.0,110.87700141668327,66.41958940673149,25.47091742706856,9.865982064994997,0.0,66.0975968064572,0.0,0.0,0.0
75,3.374635606236383,23.205251656936305,7.660201555179111,193.8697755128864,48.29444093600644,77.68221820124744,20.39258879708074,7.587622533017401,0.0,234.82097471068252,0.0,0.0,0.0
76,6.790975674927601,69.81032271497139,9.610249393129807,0.0,85.68829040355507,82.51983303685354,11.096805032628497,24.94436454748453,0.0,166.5475347541285,0.0,0.0,0.0
77,8.432722989520999,16.723637297128146,14.2813041284267,0.0,48.812942988276795,92.47405234110914,43.88335386451287,27.11302696821668,0.0,165.41053021972266,0.0,17.545581746289383,0.0
78,9.64560083172667,42.679898968774324,19.99368322863711,0.0,57.923115581773665,85.9357745416973,21.39039932502347,0.9559206146521914,0.0,416.90192707660594,3.934935504459867,0.0,0.0
79,5.0487718869480736,27.164369189543947,20.46812174424804,0.0,71.45625593560793,63.330102361185084,4.234427616064664,9.724745618962347,5.798768099703051,310.39900762935025,0.0,0.0,0.0
80,9.962062572143875,13.84282798608406,9.116113540711838,195.45903744220217,11.45318934352093,72.70988013270441,6.93658473408186,5.772212557691863,0.0,0.0,0.0,0.0,0.0
81,8.728318116769453,56.19592801374161,26.218284341576982,0.0,36.61740209174423,52.184850443801906,14.171998014410745,0.0,0.0,106.22654507846593,3.315284818383709,0.0,0.0
82,6.283068892155598,25.10155909865152,15.500716886444012,0.0,32.38283598885722,54.3744098042187,6.9395145095594195,230.53028861404852,7.658253012668995,177.6371106545469,0.0,0.0,0.0
83,2.30716380578525,89.88546651336605,23.27291944400829,0.0,82.29798294658131,50.979705352754635,56.57659032271816,5.250040953358959,0.0,154.53631263831926,5.643265216641942,22.630597673643358,0.0
84,4.410239315888833,58.167868108548504,31.561907499286495,0.0,124.68226951866653,86.66090653723555,0.0,10.936880597400668,0.0,85.39801651591246,0.0,0.0,0.0
85,11.86086256144747,17.411283607349002,8.41957425070688,0.0,27.934317917662575,124.86373373006123,4.182359378358321,3.4112616708750036,0.0,362.9299655268265,0.0,0.0,0.0
86,3.580055983154951,35.72739900135142,30.54653428972953,0.0,69.63697922878622,80.71041704126647,3.3184809147902894,15.042700629521738,0.0,0.0,3.1578801642161194,0.0,0.0
87,13.126775073607018,42.53049858485734,21.590455649375187,0.0,136.44732764208464,87.31023941254868,4.588529405166334,23.6751251974741,8.099141078518496,0.0,0.0,17.180526772624923,0.0
88,3.6221819499157717,37.25748007615391,13.304613750278707,0.0,55.07718441000752,61.99525299865554,10.672637051188019,5.966171978536061,0.0,147.12277778017716,0.0,0.0,0.0
89,17.606094212937524,33.74340514259574,27.11620097141564,0.0,67.49682196329054,48.07861862027955,13.655911563710587,7.7941364309678836,0.0,180.8075484412487,0.0,0.0,0.0
90,4.525654961326949,34.51335934442817,20.75369674691944,0.0,125.60219985532339,82.04160047032394,6.996708094218694,19.688580520833852,0.0,118.13920149448508,0.0,2.9714595857558526,0.0
91,8.57904486292082,23.524749945706485,28.771432490979194,0.0,137.90008738449987,75.31134707435034,34.64074512088603,4.001544374184873,0.0,235.21319457092977,0.0,0.0,0.0
92,12.97292166656377,21.3638550056584,9.679788153530351,0.0,34.824333261393136,75.06328707741727,0.0,4.113205034736245,0.0,0.0,0.0,23.88894784248037,0.0
93,6.1102532596570445,50.74956996033772,19.01354773763555,0.0,61.9424638179689,38.53430966444211,0.0,46.22527354741811,0.0,0.0,0.0,0.0,0.0
94,2.7799572340063694,16.873441524491668,15.402368622756057,0.0,39.646713881722775,58.52345563803479,15.318646435276445,0.0,0.0,0.0,0.0,0.0,0.0
95,12.28278976446241,55.046885602944656,21.39087593098922,0.0,74.74783746819777,96.46441224197677,35.68719401031429,6.813509937462972,0.0,98.17715904426068,0.0,37.88534101049472,0.0
96,2.6913260292246988,36.3240855660916,17.629229441040557,0.0,32.504368573368005,65.61181414422109,0.0,0.0,0.0,193.0691221603251,0.0,0.0,0.0
97,5.391969956953971,21.79262248277604,14.95999946925822,0.0,29.3125205617268,104.20799770978347,5.590126257107284,8.596189797328012,0.0,0.0,0.0,2.5349335039067347,0.0
98,5.981488306541812,26.340580959457345,24.641954134140278,0.0,38.47333194998123,85.05715008233376,5.404467994201116,52.01095710260854,0.0,204.94121398478046,0.0,0.0,0.0
99,15.315446520498796,11.774564288006363,22.539485673751432,0.0,39.78835159718738,65.54789302319314,15.968537621672507,10.105528175795492,0.0,173.43388319328173,0.0,0.0,0.0
100,2.988943404862609,36.12220493382176,34.454446040568925,187.6832175710507,95.06589095067021,75.51976946873381,20.408596884223588,6.227486202485623,0.0,166.5467634642653,0.0,0.0,0.0
101,8.044191803866616,21.751005049379195,26.424921084417903,0.0,42.269152807071244,48.53491668563318,0.0,13.026818579431463,0.0,206.6871424930512,0.0,16.573003753123597,0.0
102,7.461661204585209,82.19500938415052,27.42658944003291,0.0,70.54679355401446,47.613464269826466,16.808344578395257,0.0,0.0,194.67554279845794,0.0,4.182305470768798,0.0
103,5.124592381820201,23.29529172251955,11.756724757458512,0.0,45.02351078007034,77.94357253719454,0.0,6.496706264963298,5.112396855958594,109.8222939871674,0.0,0.0,0.0
104,7.45336107635824,19.00027917877853,11.829001562788925,0.0,84.89218430128014,71.5410902184093,20.831523264200435,0.0,0.0,391.76000202826947,0.0,40.70271475995661,0.0
105,5.712724182946919,37.84760620005491,27.645240614411183,0.0,28.485038858411006,37.94733732629259,13.674962722259199,47.86444019487573,4.338937447986587,0.0,0.0,32.81352713112807,0.0
106,3.491995819290028,14.30240723849112,7.273662487046259,119.28913426693563,25.534946073203713,64.6642167604282,0.0,13.795595374554598,0.0,169.61787013809132,0.0,0.0,0.0
107,4.042420257082781,33.61938935402797,16.74219030146506,0.0,41.34942498354826,113.7695720582803,0.0,66.95436015031399,0.0,214.1720105580464,0.0,0.0,0.0
108,3.286008077221046,18.399027188320584,8.049791443285837,0.0,22.5744927125013,57.63880170277907,3.354537091144353,0.0,3.6507485814007703,198.83545034988225,0.0,25.12207323264862,0.0
109,2.8094717974137713,25.990528200846512,24.690854150605958,0.0,56.841712039013174,58.1142139221064,37.06742148345426,3.85978701335169,0.0,106.8661822558788,0.0,0.0,0.0
110,8.602963490134847,12.911227372984163,21.124673564918357,0.0,38.28873811851144,36.943181819922586,31.6377470020592,0.0,0.0,334.75281417059216,4.62775536877612,3.2688090048813683,0.0
111,4.262957952790623,29.07655910945529,18.496167099858155,281.76884716569657,103.94080728371463,71.25615032443446,13.528695087046332,38.011204499275856,0.0,153.15198129019163,0.0,3.8741719463819217,0.0
112,5.54622375239068,17.925879422646663,14.055295168051684,0.0,62.183687166962834,39.461549719917144,49.74214789473546,0.0,0.0,127.1594247417786,0.0,98.34227924778612,0.0
113,3.2080450687473325,34.17810828163786,17.828180178729436,0.0,27.278510417108933,45.00148626243754,2.6329445102610123,22.549295683291852,0.0,0.0,3.8439815690963615,5.987163794395775,0.0
114,8.729038818597715,25.543647502441203,19.912114971369352,0.0,72.34776730524982,67.02404081436205,19.84567105854378,14.317603998897031,0.0,390.32446566479945,0.0,0.0,0.0
115,8.85810515681122,31.270990118038977,8.107701196726419,0.0,27.246432347778224,78.65188491425546,0.0,10.257528292763343,0.0,91.04326739616828,0.0,0.0,0.0
116,5.027407147665375,13.554491954547915,16.463135697631742,0.0,25.887132406706627,53.382741352596206,34.58957690060757,0.0,0.0,370.5464473234149,0.0,5.969643184584415,0.0
117,9.344779851534879,45.975698831444845,12.977739183916059,0.0,44.914069133035134,111.95772626530494,124.08865730239262,0.0,0.0,0.0,4.011327556563279,4.026735659710184,0.0
118,8.210342564589087,27.090157374924253,10.8363561522556,0.0,13.751631017324081,50.83099915622474,0.0,12.589859505240014,0.0,296.081584794369,0.0,0.0,0.0
119,14.48100846227471,34.659853132915686,19.407039538242216,46.49177763331812,57.37601053488065,98.80614977136662,23.98455108061809,0.0,0.0,297.10400899385735,0.0,0.0,0.0
120,3.2106652491537506,34.67734904819173,8.767326820901264,0.0,122.21768616206668,66.50042704355121,11.684006572475838,4.558164338218237,0.0,0.0,0.0,0.0,0.0
121,8.732742489741174,32.88536710876972,9.214209610492778,0.0,56.41785164891193,108.67646014835145,7.707905569018097,0.0,0.0,0.0,0.0,22.14437328580892,0.0
122,3.9649369628156186,81.82223536625834,25.531829483994905,46.55945237927329,96.68245192398969,102.77515735221397,19.701095897562926,3.6551909970930074,0.0,144.94841239405633,25.501836963009165,25.813985742310624,0.0
123,9.086656745000626,17.972099398483014,11.276289820111394,0.0,22.84188141897178,108.3450352264307,8.606499062291398,0.0,0.0,0.0,5.03299131472381,0.0,0.0
124,2.4220149944151603,14.596877714012278,16.852737695609555,0.0,40.27946164198121,41.91477810540787,15.573486255171636,8.675192024189865,0.0,0.0,0.0,0.0,0.0
125,7.0949121733594955,20.845869767733248,15.211525116369524,0.0,38.26431917359156,51.10044840977534,5.070707595982012,0.0,0.0,207.1153705199715,0.0,0.0,0.0
126,5.58250456447831,5.937199474585504,4.443654418791419,0.0,19.047255394698666,83.21256309976127,0.0,4.2945119236192735,0.0,176.15345577234248,0.0,0.0,0.0
127,3.6849262635929607,59.519631059005185,22.089600107244454,0.0,81.97079982962836,53.77522061036916,33.58815164524907,6.505196512044241,0.0,103.4848960488318,0.0,2.3691827764983473,0.0
128,3.725070261936529,18.68877941151895,13.656362471951601,21.682927569264013,47.650193406849176,48.4430433106681,9.546090209461248,0.0,0.0,107.8945543323277,0.0,2.160504710895144,0.0
129,2.6234766697254925,13.027867322708037,8.000182381121396,0.0,24.249828236606174,69.86564911469046,34.97570733691651,0.0,0.0,181.7299095418876,0.0,0.0,0.0
130,10.301524663075865,9.01906513624921,6.89258366644019,123.66630862524222,26.714403799213848,76.37966020795353,8.6087026881264,85.8052841394413,0.0,160.79928047543777,16.421111922790015,1.109453811855996,0.0
131,3.1076445419433445,28.161528017234744,8.70547157189419,0.0,52.24305686751462,51.47780778518877,27.284239162796805,6.226944662399761,0.0,367.8752274253408,0.0,1.9648975473405157,0.0
132,5.802486309681372,28.027070497062482,26.839663401051816,62.752421279789296,52.33465668278232,51.18123563979789,0.0,37.73988143260657,0.0,192.66267236119648,0.0,0.0,0.0
133,9.625710412775545,75.28074337100928,22.643389719858938,0.0,63.84617338385003,63.738198718461476,4.159812117953149,27.118439228112955,0.0,141.39235123662232,0.0,0.0,0.0
134,3.046023974391558,15.365406066539673,8.458460821382438,0.0,48.81592058399461,50.97624106267229,0.0,8.929286124768849,0.0,158.86549152861832,0.0,0.0,0.0
135,7.567258351176145,24.35298411541808,31.11080178248319,0.0,46.553162998122986,60.72637162950691,0.0,6.663539226859047,0.0,218.709392171215,0.0,0.0,0.0
136,7.302370227993045,83.99126250590545,24.433005741990502,30.890066764383104,90.89866697730082,106.04214366974257,6.402636861913942,31.554386959349728,0.0,142.4225001252882,0.0,4.303785135132404,0.0
137,2.212802948882278,22.454465724100896,7.054731692017633,0.0,21.993155265137577,36.92326211692459,5.434135245863868,3.5020169192656327,0.0,185.29097452404037,0.0,0.0,0.0
138,1.056317320439999,40.1574283888437,13.256446166977707,0.0,61.88580587100509,101.78130461999476,21.185102014532685,25.993548384258713,7.436655656489271,256.11041292812246,0.0,2.8627242024780712,0.0
139,4.085696228773934,35.60974224546308,21.987905185194965,173.43483832523575,32.6750411125103,56.206298625362535,57.711487659721904,3.656767445682199,0.0,0.0,0.0,0.0,0.0
140,2.1010819372745666,16.64466995235206,19.225997181259768,50.64045046423176,51.1858171157121,36.25114180129745,42.41608611677195,17.358377058615712,3.422586482458184,196.03376637196305,4.251965559042945,0.0,0.0
141,1.8513376910957873,9.416287662855261,12.448744310657139,0.0,17.673806961875307,72.15185345101706,17.54333578999912,14.231409868482997,0.0,262.46959974966967,0.0,2.2855649760925862,0.0
142,2.6151668805348787,6.492283286786552,14.34076922698075,0.0,12.068118721242856,54.23338729806109,65.87442203092066,5.529127334003525,0.0,162.74571367103957,0.0,5.457322294975461,0.0
143,8.937338740137589,16.752141505597145,21.16859501549262,97.37658530041087,36.87035012102899,42.625867951579465,7.746282143964521,0.0,0.0,309.1228250539591,0.0,11.815902806398299,0.0
144,5.049553657164567,17.024203618319596,10.989259168921446,0.0,35.07971942024529,79.03387855447116,0.0,9.373211737151133,0.0,222.92713808158408,0.0,0.0,0.0
145,15.599455653322392,68.94118142749556,13.804410087205019,0.0,56.96716757092771,103.67952580744726,7.451297760334613,34.16920886375869,0.0,0.0,0.0,1.6980960056086511,0.0
146,4.001773988373284,39.21094762506006,32.170227940039325,0.0,81.61623652045466,60.58188645830438,0.0,10.397344283751762,0.0,0.0,0.0,25.968592997838243,0.0
147,3.6426716745184957,17.147747032031752,20.194688023399785,0.0,91.15010329004451,58.38655364527944,17.2529973251579,4.106434928564439,11.553920392837203,181.0042695843612,0.0,10.994356742736388,0.0
148,12.152631597352718,15.490672775465228,13.142863544862426,0.0,18.892114437237602,40.163966882020404,11.283706141743338,6.078667619225834,0.0,144.42366011544186,0.0,0.0,0.0
149,3.013845601308436,11.052249304732461,10.133746754807145,0.0,25.74285806564997,72.76238334507272,10.972536820748633,29.69640729419303,0.0,173.11097794929097,2.49286896586605,2.4516568505880296,0.0
150,8.704755034487201,44.84464061533507,15.20602654071442,0.0,31.21677749745454,65.68710695462204,52.97983834681772,66.84676788639902,0.0,104.54924453077595,10.080783888093581,0.0,0.0
151,3.8931323624087795,42.09603567189606,23.18040124819573,0.0,30.652122629510732,69.38410053333409,12.295626014267876,0.0,0.0,206.55389711596285,0.0,0.0,0.0
152,4.747589360935836,19.681939886822285,7.122349221570847,0.0,29.61402989476277,47.75428187109222,52.135435307162865,13.21133722448733,3.935800100629104,231.72724611535287,5.176801646818274,1.3224795539508796,0.0
153,4.253535096496822,12.976971693975738,8.544306187239862,0.0,37.14347877068756,110.38155743687896,3.6896231333356946,2.6190201860003954,0.0,0.0,0.0,0.0,0.0
154,5.957082413520735,13.02325740739095,8.22621546697284,0.0,38.569248711281325,48.3690052661187,26.222289218323116,2.4266385267645396,4.898846374168488,78.45628302500118,0.0,0.0,0.0
155,1.363792113059233,46.52156921937136,18.96241279515172,0.0,140.13447393322443,64.94461825818583,0.0,15.43722856935365,2.87095262583156,270.9064399097089,0.0,0.0,0.0
